entity_index,num_replicates,modality
47773,5,Compound
47774,4,Compound
47775,3,Compound
47776,5,Compound
47777,3,Compound
47778,8,Compound
47779,4,Compound
47780,7,Compound
47781,7,Compound
47782,5,Compound
47783,7,Compound
47784,8,Compound
47785,4,Compound
47786,7,Compound
47787,5,Compound
47788,3,Compound
47789,5,Compound
47790,5,Compound
47791,4,Compound
47792,4,Compound
47793,3,Compound
47794,7,Compound
47795,3,Compound
47796,8,Compound
47797,6,Compound
47798,3,Compound
47799,7,Compound
47800,9,Compound
47801,7,Compound
47802,4,Compound
47803,3,Compound
47804,5,Compound
47805,5,Compound
47806,5,Compound
47807,3,Compound
47808,5,Compound
47809,7,Compound
47810,4,Compound
47811,4,Compound
47812,7,Compound
47813,7,Compound
47814,4,Compound
47815,8,Compound
47816,3,Compound
47817,7,Compound
47818,7,Compound
47819,5,Compound
47820,5,Compound
47821,3,Compound
47822,4,Compound
47823,4,Compound
47824,8,Compound
47825,13,Compound
47826,5,Compound
47827,4,Compound
47828,5,Compound
47829,3,Compound
47830,4,Compound
47831,8,Compound
47832,4,Compound
47833,3,Compound
47834,8,Compound
47835,7,Compound
47836,4,Compound
47837,5,Compound
47838,5,Compound
47839,3,Compound
47840,8,Compound
47841,5,Compound
47842,8,Compound
47843,5,Compound
47844,4,Compound
47845,3,Compound
47846,3,Compound
47847,7,Compound
47848,7,Compound
47849,7,Compound
47850,7,Compound
47851,8,Compound
47852,4,Compound
47853,5,Compound
47854,3,Compound
47855,6,Compound
47856,5,Compound
47857,3,Compound
47858,4,Compound
47859,8,Compound
47860,5,Compound
47861,3,Compound
47862,4,Compound
47863,7,Compound
47864,5,Compound
47865,5,Compound
47866,5,Compound
47867,5,Compound
47868,4,Compound
47869,7,Compound
47870,7,Compound
47871,5,Compound
47872,5,Compound
47873,8,Compound
47874,5,Compound
47875,4,Compound
47876,5,Compound
47877,5,Compound
47878,3,Compound
47879,7,Compound
47880,5,Compound
47881,4,Compound
47882,3,Compound
47883,7,Compound
47884,4,Compound
47885,8,Compound
47886,5,Compound
47887,7,Compound
47888,3,Compound
47889,4,Compound
47890,3,Compound
47891,4,Compound
47892,3,Compound
47893,5,Compound
47894,5,Compound
47895,7,Compound
47896,4,Compound
47897,7,Compound
47898,4,Compound
47899,4,Compound
47900,7,Compound
47901,7,Compound
47902,5,Compound
47903,8,Compound
47904,3,Compound
47905,3,Compound
47906,8,Compound
47907,5,Compound
47908,7,Compound
47909,8,Compound
47910,7,Compound
47911,4,Compound
47912,5,Compound
47913,4,Compound
47914,3,Compound
47915,5,Compound
47916,5,Compound
47917,5,Compound
47918,3,Compound
47919,7,Compound
47920,4,Compound
47921,4,Compound
47922,6,Compound
47923,3,Compound
47924,3,Compound
47925,8,Compound
47926,4,Compound
47927,4,Compound
47928,3,Compound
47929,5,Compound
47930,5,Compound
47931,7,Compound
47932,7,Compound
47933,3,Compound
47934,9,Compound
47935,15,Compound
47936,5,Compound
47937,5,Compound
47938,5,Compound
47939,3,Compound
47940,7,Compound
47941,5,Compound
47942,4,Compound
47943,5,Compound
47944,7,Compound
47945,3,Compound
47946,5,Compound
47947,5,Compound
47948,7,Compound
47949,5,Compound
47950,3,Compound
47951,8,Compound
47952,5,Compound
47953,5,Compound
47954,5,Compound
47955,4,Compound
47956,7,Compound
47957,5,Compound
47958,3,Compound
47959,5,Compound
47960,5,Compound
47961,3,Compound
47962,4,Compound
47963,5,Compound
47964,4,Compound
47965,4,Compound
47966,4,Compound
47967,4,Compound
47968,3,Compound
47969,4,Compound
47970,3,Compound
47971,4,Compound
47972,3,Compound
47973,4,Compound
47974,5,Compound
47975,8,Compound
47976,4,Compound
47977,5,Compound
47978,4,Compound
47979,3,Compound
47980,5,Compound
47981,5,Compound
47982,6,Compound
47983,6,Compound
47984,7,Compound
47985,5,Compound
47986,4,Compound
47987,3,Compound
47988,3,Compound
47989,2,Compound
47990,3,Compound
47991,4,Compound
47992,8,Compound
47993,5,Compound
47994,4,Compound
47995,4,Compound
47996,3,Compound
47997,3,Compound
47998,27,Compound
47999,8,Compound
48000,5,Compound
48001,7,Compound
48002,9,Compound
48003,7,Compound
48004,4,Compound
48005,4,Compound
48006,5,Compound
48007,5,Compound
48008,3,Compound
48009,3,Compound
48010,8,Compound
48011,4,Compound
48012,3,Compound
48013,5,Compound
48014,7,Compound
48015,5,Compound
48016,5,Compound
48017,7,Compound
48018,8,Compound
48019,4,Compound
48020,9,Compound
48021,5,Compound
48022,8,Compound
48023,4,Compound
48024,3,Compound
48025,7,Compound
48026,4,Compound
48027,4,Compound
48028,6,Compound
48029,8,Compound
48030,8,Compound
48031,7,Compound
48032,3,Compound
48033,4,Compound
48034,5,Compound
48035,3,Compound
48036,7,Compound
48037,3,Compound
48038,3,Compound
48039,7,Compound
48040,5,Compound
48041,4,Compound
48042,6,Compound
48043,8,Compound
48044,4,Compound
48045,4,Compound
48046,7,Compound
48047,4,Compound
48048,4,Compound
48049,3,Compound
48050,5,Compound
48051,7,Compound
48052,3,Compound
48053,5,Compound
48054,3,Compound
48055,7,Compound
48056,9,Compound
48057,4,Compound
48058,4,Compound
48059,3,Compound
48060,3,Compound
48061,4,Compound
48062,3,Compound
48063,8,Compound
48064,4,Compound
48065,3,Compound
48066,10,Compound
48067,4,Compound
48068,3,Compound
48069,3,Compound
48070,3,Compound
48071,8,Compound
48072,3,Compound
48073,5,Compound
48074,4,Compound
48075,6,Compound
48076,7,Compound
48077,4,Compound
48078,2,Compound
48079,3,Compound
48080,3,Compound
48081,3,Compound
48082,4,Compound
48083,5,Compound
48084,7,Compound
48085,5,Compound
48086,8,Compound
48087,4,Compound
48088,5,Compound
48089,3,Compound
48090,5,Compound
48091,4,Compound
48092,4,Compound
48093,5,Compound
48094,5,Compound
48095,8,Compound
48096,3,Compound
48097,7,Compound
48098,5,Compound
48099,5,Compound
48100,4,Compound
48101,3,Compound
48102,6,Compound
48103,5,Compound
48104,3,Compound
48105,5,Compound
48106,5,Compound
48107,8,Compound
48108,7,Compound
48109,3,Compound
48110,8,Compound
48111,5,Compound
48112,8,Compound
48113,3,Compound
48114,5,Compound
48115,5,Compound
48116,5,Compound
48117,5,Compound
48118,4,Compound
48119,4,Compound
48120,4,Compound
48121,9,Compound
48122,7,Compound
48123,8,Compound
48124,5,Compound
48125,4,Compound
48126,7,Compound
48127,4,Compound
48128,3,Compound
48129,4,Compound
48130,3,Compound
48131,7,Compound
48132,4,Compound
48133,5,Compound
48134,4,Compound
48135,8,Compound
48136,7,Compound
48137,6,Compound
48138,5,Compound
48139,7,Compound
48140,5,Compound
48141,3,Compound
48142,7,Compound
48143,3,Compound
48144,7,Compound
48145,7,Compound
48146,4,Compound
48147,5,Compound
48148,8,Compound
48149,7,Compound
48150,5,Compound
48151,5,Compound
48152,2,Compound
48153,4,Compound
48154,3,Compound
48155,5,Compound
48156,4,Compound
48157,8,Compound
48158,8,Compound
48159,5,Compound
48160,7,Compound
48161,5,Compound
48162,7,Compound
48163,7,Compound
48164,4,Compound
48165,4,Compound
48166,5,Compound
48167,4,Compound
48168,7,Compound
48169,4,Compound
48170,4,Compound
48171,7,Compound
48172,8,Compound
48173,5,Compound
48174,10,Compound
48175,7,Compound
48176,5,Compound
48177,3,Compound
48178,6,Compound
48179,8,Compound
48180,5,Compound
48181,3,Compound
48182,3,Compound
48183,6,Compound
48184,4,Compound
48185,3,Compound
48186,7,Compound
48187,3,Compound
48188,3,Compound
48189,10,Compound
48190,3,Compound
48191,5,Compound
48192,4,Compound
48193,4,Compound
48194,4,Compound
48195,4,Compound
48196,3,Compound
48197,7,Compound
48198,4,Compound
48199,10,Compound
48200,3,Compound
48201,4,Compound
48202,5,Compound
48203,7,Compound
48204,4,Compound
48205,3,Compound
48206,4,Compound
48207,8,Compound
48208,4,Compound
48209,5,Compound
48210,3,Compound
48211,7,Compound
48212,4,Compound
48213,3,Compound
48214,4,Compound
48215,7,Compound
48216,10,Compound
48217,5,Compound
48218,3,Compound
48219,7,Compound
48220,3,Compound
48221,3,Compound
48222,7,Compound
48223,3,Compound
48224,8,Compound
48225,8,Compound
48226,7,Compound
48227,5,Compound
48228,4,Compound
48229,6,Compound
48230,5,Compound
48231,5,Compound
48232,4,Compound
48233,4,Compound
48234,4,Compound
48235,5,Compound
48236,4,Compound
48237,4,Compound
48238,4,Compound
48239,7,Compound
48240,3,Compound
48241,5,Compound
48242,4,Compound
48243,4,Compound
48244,4,Compound
48245,5,Compound
48246,10,Compound
48247,5,Compound
48248,3,Compound
48249,7,Compound
48250,4,Compound
48251,4,Compound
48252,5,Compound
48253,7,Compound
48254,4,Compound
48255,7,Compound
48256,4,Compound
48257,7,Compound
48258,3,Compound
48259,2,Compound
48260,4,Compound
48261,5,Compound
48262,4,Compound
48263,5,Compound
48264,7,Compound
48265,3,Compound
48266,3,Compound
48267,7,Compound
48268,5,Compound
48269,5,Compound
48270,5,Compound
48271,8,Compound
48272,3,Compound
48273,5,Compound
48274,4,Compound
48275,4,Compound
48276,3,Compound
48277,8,Compound
48278,5,Compound
48279,5,Compound
48280,5,Compound
48281,5,Compound
48282,5,Compound
48283,3,Compound
48284,3,Compound
48285,5,Compound
48286,4,Compound
48287,7,Compound
48288,3,Compound
48289,7,Compound
48290,3,Compound
48291,16,Compound
48292,7,Compound
48293,8,Compound
48294,7,Compound
48295,7,Compound
48296,7,Compound
48297,5,Compound
48298,3,Compound
48299,5,Compound
48300,4,Compound
48301,3,Compound
48302,8,Compound
48303,7,Compound
48304,5,Compound
48305,8,Compound
48306,5,Compound
48307,4,Compound
48308,5,Compound
48309,7,Compound
48310,3,Compound
48311,7,Compound
48312,6,Compound
48313,4,Compound
48314,7,Compound
48315,4,Compound
48316,4,Compound
48317,7,Compound
48318,5,Compound
48319,3,Compound
48320,4,Compound
48321,4,Compound
48322,3,Compound
48323,10,Compound
48324,5,Compound
48325,7,Compound
48326,5,Compound
48327,5,Compound
48328,7,Compound
48329,7,Compound
48330,5,Compound
48331,7,Compound
48332,3,Compound
48333,6,Compound
48334,5,Compound
48335,4,Compound
48336,4,Compound
48337,4,Compound
48338,4,Compound
48339,5,Compound
48340,3,Compound
48341,9,Compound
48342,4,Compound
48343,4,Compound
48344,5,Compound
48345,7,Compound
48346,4,Compound
48347,5,Compound
48348,7,Compound
48349,5,Compound
48350,6,Compound
48351,5,Compound
48352,3,Compound
48353,4,Compound
48354,3,Compound
48355,7,Compound
48356,7,Compound
48357,6,Compound
48358,3,Compound
48359,8,Compound
48360,6,Compound
48361,8,Compound
48362,8,Compound
48363,8,Compound
48364,8,Compound
48365,4,Compound
48366,3,Compound
48367,7,Compound
48368,7,Compound
48369,8,Compound
48370,4,Compound
48371,5,Compound
48372,3,Compound
48373,7,Compound
48374,5,Compound
48375,4,Compound
48376,7,Compound
48377,4,Compound
48378,8,Compound
48379,3,Compound
48380,5,Compound
48381,4,Compound
48382,5,Compound
48383,4,Compound
48384,3,Compound
48385,3,Compound
48386,4,Compound
48387,5,Compound
48388,3,Compound
48389,6,Compound
48390,4,Compound
48391,5,Compound
48392,3,Compound
48393,5,Compound
48394,8,Compound
48395,4,Compound
48396,4,Compound
48397,4,Compound
48398,4,Compound
48399,10,Compound
48400,8,Compound
48401,5,Compound
48402,4,Compound
48403,7,Compound
48404,10,Compound
48405,4,Compound
48406,4,Compound
48407,5,Compound
48408,4,Compound
48409,4,Compound
48410,8,Compound
48411,4,Compound
48412,4,Compound
48413,4,Compound
48414,10,Compound
48415,3,Compound
48416,4,Compound
48417,9,Compound
48418,4,Compound
48419,4,Compound
48420,8,Compound
48421,5,Compound
48422,3,Compound
48423,8,Compound
48424,5,Compound
48425,6,Compound
48426,5,Compound
48427,7,Compound
48428,4,Compound
48429,5,Compound
48430,5,Compound
48431,4,Compound
48432,4,Compound
48433,5,Compound
48434,3,Compound
48435,13,Compound
48436,8,Compound
48437,3,Compound
48438,5,Compound
48439,4,Compound
48440,3,Compound
48441,6,Compound
48442,4,Compound
48443,5,Compound
48444,4,Compound
48445,3,Compound
48446,8,Compound
48447,6,Compound
48448,3,Compound
48449,6,Compound
48450,7,Compound
48451,4,Compound
48452,7,Compound
48453,7,Compound
48454,4,Compound
48455,8,Compound
48456,3,Compound
48457,5,Compound
48458,4,Compound
48459,4,Compound
48460,3,Compound
48461,3,Compound
48462,5,Compound
48463,4,Compound
48464,4,Compound
48465,5,Compound
48466,3,Compound
48467,3,Compound
48468,4,Compound
48469,9,Compound
48470,3,Compound
48471,5,Compound
48472,3,Compound
48473,5,Compound
48474,5,Compound
48475,4,Compound
48476,4,Compound
48477,3,Compound
48478,4,Compound
48479,8,Compound
48480,3,Compound
48481,7,Compound
48482,6,Compound
48483,3,Compound
48484,5,Compound
48485,5,Compound
48486,4,Compound
48487,6,Compound
48488,7,Compound
48489,4,Compound
48490,4,Compound
48491,4,Compound
48492,3,Compound
48493,5,Compound
48494,4,Compound
48495,3,Compound
48496,4,Compound
48497,7,Compound
48498,5,Compound
48499,4,Compound
48500,5,Compound
48501,7,Compound
48502,4,Compound
48503,3,Compound
48504,4,Compound
48505,3,Compound
48506,6,Compound
48507,6,Compound
48508,7,Compound
48509,5,Compound
48510,3,Compound
48511,3,Compound
48512,3,Compound
48513,8,Compound
48514,3,Compound
48515,4,Compound
48516,4,Compound
48517,7,Compound
48518,4,Compound
48519,4,Compound
48520,5,Compound
48521,6,Compound
48522,5,Compound
48523,7,Compound
48524,3,Compound
48525,5,Compound
48526,4,Compound
48527,3,Compound
48528,7,Compound
48529,5,Compound
48530,4,Compound
48531,4,Compound
48532,150,Compound
48533,6,Compound
48534,6,Compound
48535,5,Compound
48536,3,Compound
48537,4,Compound
48538,5,Compound
48539,7,Compound
48540,8,Compound
48541,5,Compound
48542,7,Compound
48543,4,Compound
48544,4,Compound
48545,5,Compound
48546,4,Compound
48547,7,Compound
48548,7,Compound
48549,5,Compound
48550,5,Compound
48551,3,Compound
48552,12,Compound
48553,5,Compound
48554,5,Compound
48555,4,Compound
48556,5,Compound
48557,2,Compound
48558,4,Compound
48559,3,Compound
48560,7,Compound
48561,7,Compound
48562,5,Compound
48563,4,Compound
48564,8,Compound
48565,5,Compound
48566,4,Compound
48567,4,Compound
48568,5,Compound
48569,4,Compound
48570,7,Compound
48571,5,Compound
48572,7,Compound
48573,4,Compound
48574,143,Compound
48575,5,Compound
48576,5,Compound
48577,3,Compound
48578,5,Compound
48579,3,Compound
48580,5,Compound
48581,8,Compound
48582,2,Compound
48583,4,Compound
48584,5,Compound
48585,5,Compound
48586,5,Compound
48587,7,Compound
48588,4,Compound
48589,7,Compound
48590,3,Compound
48591,5,Compound
48592,4,Compound
48593,5,Compound
48594,7,Compound
48595,5,Compound
48596,5,Compound
48597,7,Compound
48598,3,Compound
48599,4,Compound
48600,7,Compound
48601,6,Compound
48602,7,Compound
48603,13,Compound
48604,4,Compound
48605,4,Compound
48606,4,Compound
48607,4,Compound
48608,8,Compound
48609,4,Compound
48610,4,Compound
48611,4,Compound
48612,3,Compound
48613,5,Compound
48614,7,Compound
48615,8,Compound
48616,5,Compound
48617,4,Compound
48618,8,Compound
48619,5,Compound
48620,5,Compound
48621,4,Compound
48622,8,Compound
48623,5,Compound
48624,6,Compound
48625,7,Compound
48626,3,Compound
48627,5,Compound
48628,6,Compound
48629,7,Compound
48630,7,Compound
48631,9,Compound
48632,5,Compound
48633,3,Compound
48634,7,Compound
48635,4,Compound
48636,7,Compound
48637,7,Compound
48638,5,Compound
48639,3,Compound
48640,4,Compound
48641,3,Compound
48642,12,Compound
48643,3,Compound
48644,7,Compound
48645,7,Compound
48646,4,Compound
48647,4,Compound
48648,3,Compound
48649,5,Compound
48650,5,Compound
48651,5,Compound
48652,7,Compound
48653,4,Compound
48654,3,Compound
48655,7,Compound
48656,3,Compound
48657,4,Compound
48658,7,Compound
48659,4,Compound
48660,5,Compound
48661,4,Compound
48662,5,Compound
48663,4,Compound
48664,4,Compound
48665,3,Compound
48666,7,Compound
48667,7,Compound
48668,4,Compound
48669,3,Compound
48670,8,Compound
48671,4,Compound
48672,7,Compound
48673,7,Compound
48674,4,Compound
48675,4,Compound
48676,6,Compound
48677,4,Compound
48678,6,Compound
48679,4,Compound
48680,7,Compound
48681,4,Compound
48682,10,Compound
48683,7,Compound
48684,7,Compound
48685,3,Compound
48686,5,Compound
48687,5,Compound
48688,8,Compound
48689,6,Compound
48690,8,Compound
48691,4,Compound
48692,7,Compound
48693,4,Compound
48694,5,Compound
48695,3,Compound
48696,5,Compound
48697,14,Compound
48698,4,Compound
48699,3,Compound
48700,3,Compound
48701,3,Compound
48702,4,Compound
48703,4,Compound
48704,7,Compound
48705,5,Compound
48706,5,Compound
48707,4,Compound
48708,4,Compound
48709,4,Compound
48710,5,Compound
48711,4,Compound
48712,7,Compound
48713,7,Compound
48714,8,Compound
48715,7,Compound
48716,7,Compound
48717,7,Compound
48718,5,Compound
48719,7,Compound
48720,7,Compound
48721,4,Compound
48722,3,Compound
48723,5,Compound
48724,4,Compound
48725,5,Compound
48726,3,Compound
48727,5,Compound
48728,5,Compound
48729,6,Compound
48730,5,Compound
48731,6,Compound
48732,8,Compound
48733,4,Compound
48734,7,Compound
48735,5,Compound
48736,7,Compound
48737,8,Compound
48738,4,Compound
48739,5,Compound
48740,5,Compound
48741,4,Compound
48742,3,Compound
48743,4,Compound
48744,4,Compound
48745,3,Compound
48746,4,Compound
48747,3,Compound
48748,4,Compound
48749,4,Compound
48750,4,Compound
48751,7,Compound
48752,5,Compound
48753,3,Compound
48754,5,Compound
48755,5,Compound
48756,5,Compound
48757,5,Compound
48758,8,Compound
48759,7,Compound
48760,2,Compound
48761,5,Compound
48762,7,Compound
48763,3,Compound
48764,6,Compound
48765,6,Compound
48766,5,Compound
48767,2,Compound
48768,4,Compound
48769,8,Compound
48770,3,Compound
48771,7,Compound
48772,5,Compound
48773,5,Compound
48774,3,Compound
48775,3,Compound
48776,7,Compound
48777,7,Compound
48778,8,Compound
48779,7,Compound
48780,4,Compound
48781,5,Compound
48782,6,Compound
48783,3,Compound
48784,4,Compound
48785,10,Compound
48786,7,Compound
48787,5,Compound
48788,7,Compound
48789,5,Compound
48790,4,Compound
48791,5,Compound
48792,5,Compound
48793,4,Compound
48794,3,Compound
48795,4,Compound
48796,6,Compound
48797,4,Compound
48798,4,Compound
48799,5,Compound
48800,3,Compound
48801,3,Compound
48802,4,Compound
48803,5,Compound
48804,6,Compound
48805,3,Compound
48806,7,Compound
48807,3,Compound
48808,10,Compound
48809,3,Compound
48810,7,Compound
48811,6,Compound
48812,7,Compound
48813,4,Compound
48814,7,Compound
48815,8,Compound
48816,4,Compound
48817,4,Compound
48818,7,Compound
48819,5,Compound
48820,5,Compound
48821,5,Compound
48822,4,Compound
48823,5,Compound
48824,6,Compound
48825,7,Compound
48826,140,Compound
48827,5,Compound
48828,4,Compound
48829,3,Compound
48830,5,Compound
48831,8,Compound
48832,5,Compound
48833,8,Compound
48834,4,Compound
48835,5,Compound
48836,3,Compound
48837,3,Compound
48838,4,Compound
48839,4,Compound
48840,4,Compound
48841,3,Compound
48842,10,Compound
48843,3,Compound
48844,8,Compound
48845,7,Compound
48846,8,Compound
48847,4,Compound
48848,4,Compound
48849,3,Compound
48850,5,Compound
48851,3,Compound
48852,7,Compound
48853,3,Compound
48854,4,Compound
48855,7,Compound
48856,7,Compound
48857,5,Compound
48858,3,Compound
48859,7,Compound
48860,3,Compound
48861,3,Compound
48862,3,Compound
48863,8,Compound
48864,5,Compound
48865,7,Compound
48866,7,Compound
48867,14,Compound
48868,10,Compound
48869,8,Compound
48870,8,Compound
48871,7,Compound
48872,4,Compound
48873,8,Compound
48874,7,Compound
48875,9,Compound
48876,4,Compound
48877,6,Compound
48878,7,Compound
48879,3,Compound
48880,3,Compound
48881,5,Compound
48882,5,Compound
48883,5,Compound
48884,5,Compound
48885,5,Compound
48886,3,Compound
48887,2,Compound
48888,4,Compound
48889,4,Compound
48890,5,Compound
48891,4,Compound
48892,5,Compound
48893,3,Compound
48894,3,Compound
48895,4,Compound
48896,8,Compound
48897,4,Compound
48898,4,Compound
48899,4,Compound
48900,7,Compound
48901,7,Compound
48902,5,Compound
48903,3,Compound
48904,5,Compound
48905,8,Compound
48906,8,Compound
48907,3,Compound
48908,6,Compound
48909,4,Compound
48910,4,Compound
48911,4,Compound
48912,5,Compound
48913,5,Compound
48914,6,Compound
48915,8,Compound
48916,7,Compound
48917,3,Compound
48918,4,Compound
48919,7,Compound
48920,3,Compound
48921,5,Compound
48922,4,Compound
48923,3,Compound
48924,8,Compound
48925,5,Compound
48926,8,Compound
48927,4,Compound
48928,5,Compound
48929,8,Compound
48930,5,Compound
48931,3,Compound
48932,3,Compound
48933,10,Compound
48934,7,Compound
48935,5,Compound
48936,5,Compound
48937,5,Compound
48938,8,Compound
48939,5,Compound
48940,7,Compound
48941,4,Compound
48942,6,Compound
48943,4,Compound
48944,9,Compound
48945,7,Compound
48946,5,Compound
48947,4,Compound
48948,4,Compound
48949,3,Compound
48950,4,Compound
48951,4,Compound
48952,4,Compound
48953,6,Compound
48954,7,Compound
48955,8,Compound
48956,4,Compound
48957,4,Compound
48958,7,Compound
48959,3,Compound
48960,7,Compound
48961,3,Compound
48962,7,Compound
48963,5,Compound
48964,5,Compound
48965,3,Compound
48966,5,Compound
48967,3,Compound
48968,3,Compound
48969,5,Compound
48970,7,Compound
48971,5,Compound
48972,7,Compound
48973,4,Compound
48974,4,Compound
48975,4,Compound
48976,7,Compound
48977,4,Compound
48978,4,Compound
48979,7,Compound
48980,5,Compound
48981,3,Compound
48982,4,Compound
48983,4,Compound
48984,6,Compound
48985,7,Compound
48986,5,Compound
48987,3,Compound
48988,7,Compound
48989,5,Compound
48990,5,Compound
48991,7,Compound
48992,3,Compound
48993,3,Compound
48994,3,Compound
48995,10,Compound
48996,4,Compound
48997,6,Compound
48998,7,Compound
48999,5,Compound
49000,5,Compound
49001,4,Compound
49002,5,Compound
49003,4,Compound
49004,7,Compound
49005,4,Compound
49006,8,Compound
49007,11,Compound
49008,9,Compound
49009,3,Compound
49010,4,Compound
49011,8,Compound
49012,4,Compound
49013,3,Compound
49014,7,Compound
49015,4,Compound
49016,4,Compound
49017,5,Compound
49018,5,Compound
49019,5,Compound
49020,3,Compound
49021,8,Compound
49022,8,Compound
49023,4,Compound
49024,5,Compound
49025,7,Compound
49026,5,Compound
49027,4,Compound
49028,7,Compound
49029,5,Compound
49030,4,Compound
49031,4,Compound
49032,5,Compound
49033,3,Compound
49034,3,Compound
49035,8,Compound
49036,5,Compound
49037,3,Compound
49038,5,Compound
49039,3,Compound
49040,3,Compound
49041,10,Compound
49042,2,Compound
49043,3,Compound
49044,5,Compound
49045,4,Compound
49046,6,Compound
49047,4,Compound
49048,5,Compound
49049,7,Compound
49050,4,Compound
49051,7,Compound
49052,3,Compound
49053,10,Compound
49054,8,Compound
49055,5,Compound
49056,11,Compound
49057,8,Compound
49058,5,Compound
49059,4,Compound
49060,3,Compound
49061,7,Compound
49062,3,Compound
49063,4,Compound
49064,3,Compound
49065,5,Compound
49066,3,Compound
49067,11,Compound
49068,4,Compound
49069,3,Compound
49070,5,Compound
49071,4,Compound
49072,7,Compound
49073,6,Compound
49074,4,Compound
49075,3,Compound
49076,5,Compound
49077,4,Compound
49078,7,Compound
49079,3,Compound
49080,3,Compound
49081,4,Compound
49082,7,Compound
49083,5,Compound
49084,3,Compound
49085,5,Compound
49086,8,Compound
49087,5,Compound
49088,8,Compound
49089,7,Compound
49090,4,Compound
49091,5,Compound
49092,4,Compound
49093,5,Compound
49094,5,Compound
49095,4,Compound
49096,4,Compound
49097,2,Compound
49098,3,Compound
49099,8,Compound
49100,5,Compound
49101,7,Compound
49102,7,Compound
49103,5,Compound
49104,4,Compound
49105,8,Compound
49106,3,Compound
49107,5,Compound
49108,3,Compound
49109,5,Compound
49110,4,Compound
49111,3,Compound
49112,6,Compound
49113,7,Compound
49114,4,Compound
49115,3,Compound
49116,4,Compound
49117,4,Compound
49118,7,Compound
49119,6,Compound
49120,5,Compound
49121,4,Compound
49122,3,Compound
49123,7,Compound
49124,4,Compound
49125,4,Compound
49126,5,Compound
49127,7,Compound
49128,4,Compound
49129,7,Compound
49130,5,Compound
49131,4,Compound
49132,4,Compound
49133,4,Compound
49134,4,Compound
49135,3,Compound
49136,5,Compound
49137,3,Compound
49138,3,Compound
49139,5,Compound
49140,5,Compound
49141,8,Compound
49142,3,Compound
49143,7,Compound
49144,7,Compound
49145,3,Compound
49146,7,Compound
49147,5,Compound
49148,8,Compound
49149,4,Compound
49150,5,Compound
49151,4,Compound
49152,5,Compound
49153,5,Compound
49154,3,Compound
49155,5,Compound
49156,4,Compound
49157,3,Compound
49158,8,Compound
49159,5,Compound
49160,3,Compound
49161,8,Compound
49162,4,Compound
49163,3,Compound
49164,5,Compound
49165,10,Compound
49166,5,Compound
49167,5,Compound
49168,7,Compound
49169,4,Compound
49170,4,Compound
49171,5,Compound
49172,4,Compound
49173,3,Compound
49174,8,Compound
49175,8,Compound
49176,5,Compound
49177,5,Compound
49178,3,Compound
49179,5,Compound
49180,4,Compound
49181,5,Compound
49182,4,Compound
49183,4,Compound
49184,8,Compound
49185,5,Compound
49186,7,Compound
49187,4,Compound
49188,9,Compound
49189,5,Compound
49190,8,Compound
49191,5,Compound
49192,7,Compound
49193,4,Compound
49194,5,Compound
49195,7,Compound
49196,4,Compound
49197,4,Compound
49198,4,Compound
49199,5,Compound
49200,10,Compound
49201,8,Compound
49202,3,Compound
49203,4,Compound
49204,3,Compound
49205,7,Compound
49206,2,Compound
49207,8,Compound
49208,4,Compound
49209,5,Compound
49210,8,Compound
49211,7,Compound
49212,7,Compound
49213,4,Compound
49214,5,Compound
49215,8,Compound
49216,4,Compound
49217,4,Compound
49218,3,Compound
49219,5,Compound
49220,5,Compound
49221,5,Compound
49222,4,Compound
49223,4,Compound
49224,5,Compound
49225,3,Compound
49226,13,Compound
49227,8,Compound
49228,7,Compound
49229,8,Compound
49230,5,Compound
49231,4,Compound
49232,3,Compound
49233,7,Compound
49234,4,Compound
49235,3,Compound
49236,4,Compound
49237,5,Compound
49238,5,Compound
49239,8,Compound
49240,5,Compound
49241,4,Compound
49242,7,Compound
49243,6,Compound
49244,5,Compound
49245,8,Compound
49246,4,Compound
49247,6,Compound
49248,7,Compound
49249,5,Compound
49250,7,Compound
49251,4,Compound
49252,4,Compound
49253,6,Compound
49254,3,Compound
49255,8,Compound
49256,4,Compound
49257,5,Compound
49258,8,Compound
49259,5,Compound
49260,8,Compound
49261,3,Compound
49262,7,Compound
49263,3,Compound
49264,8,Compound
49265,4,Compound
49266,7,Compound
49267,4,Compound
49268,4,Compound
49269,4,Compound
49270,4,Compound
49271,6,Compound
49272,10,Compound
49273,4,Compound
49274,6,Compound
49275,4,Compound
49276,3,Compound
49277,5,Compound
49278,3,Compound
49279,5,Compound
49280,6,Compound
49281,4,Compound
49282,8,Compound
49283,5,Compound
49284,5,Compound
49285,3,Compound
49286,4,Compound
49287,5,Compound
49288,8,Compound
49289,4,Compound
49290,3,Compound
49291,8,Compound
49292,7,Compound
49293,3,Compound
49294,4,Compound
49295,8,Compound
49296,9,Compound
49297,5,Compound
49298,7,Compound
49299,7,Compound
49300,11,Compound
49301,5,Compound
49302,4,Compound
49303,8,Compound
49304,3,Compound
49305,5,Compound
49306,4,Compound
49307,3,Compound
49308,8,Compound
49309,4,Compound
49310,5,Compound
49311,7,Compound
49312,5,Compound
49313,7,Compound
49314,7,Compound
49315,5,Compound
49316,5,Compound
49317,5,Compound
49318,4,Compound
49319,8,Compound
49320,4,Compound
49321,4,Compound
49322,3,Compound
49323,4,Compound
49324,3,Compound
49325,4,Compound
49326,2,Compound
