epoch,component,loss
198,Alignment objective,7.241370964050293
198,Compound-profile,3.9985207489558627
198,ORF-profile,3.8413001946040564
198,CRISPR-profile,2.6444002389907837
199,Alignment objective,7.219322773388454
199,Compound-profile,3.984807082584926
199,ORF-profile,3.8434851612363543
199,CRISPR-profile,2.6255462305886406
200,Alignment objective,7.216735291481019
200,Compound-profile,3.9914954798562188
200,ORF-profile,3.835516129221235
200,CRISPR-profile,2.6149634633745467
201,Alignment objective,7.203833985328674
201,Compound-profile,3.984576266152518
201,ORF-profile,3.843371898787362
201,CRISPR-profile,2.595143505505153
202,Alignment objective,7.2289758511952
202,Compound-profile,3.9861043589455742
202,ORF-profile,3.8538097245352607
202,CRISPR-profile,2.6319332565580096
203,Alignment objective,7.203396442958287
203,Compound-profile,4.001559584481376
203,ORF-profile,3.809451379094805
203,CRISPR-profile,2.594222320829119
204,Alignment objective,7.186302232742309
204,Compound-profile,3.984716796875
204,ORF-profile,3.8115299429212297
204,CRISPR-profile,2.5916409390313286
205,Alignment objective,7.187637005533491
205,Compound-profile,3.9966922760009767
205,ORF-profile,3.8142817395074027
205,CRISPR-profile,2.5676077365875245
206,Alignment objective,7.172434633118765
206,Compound-profile,3.976391053199768
206,ORF-profile,3.7957225220543998
206,CRISPR-profile,2.596364644595555
207,Alignment objective,7.178008018221174
207,Compound-profile,3.985912881578718
207,ORF-profile,3.791436542783465
207,CRISPR-profile,2.592753723689488
208,Alignment objective,7.162005662918091
208,Compound-profile,3.956225299835205
208,ORF-profile,3.8405448538916453
208,CRISPR-profile,2.5710158722741263
209,Alignment objective,7.1417516265596666
209,Compound-profile,3.961036358560835
209,ORF-profile,3.7947859968457904
209,CRISPR-profile,2.5666445221219742
210,Alignment objective,7.156707351548331
210,Compound-profile,3.975596444947379
210,ORF-profile,3.7833663054874966
210,CRISPR-profile,2.5788555485861644
211,Alignment objective,7.118038470404489
211,Compound-profile,3.9594156537737164
211,ORF-profile,3.808761327607291
211,CRISPR-profile,2.5084843363080704
212,Alignment objective,7.119098336356027
212,Compound-profile,3.9700916528701784
212,ORF-profile,3.7959306955337526
212,CRISPR-profile,2.5020826714379445
213,Alignment objective,7.12546169757843
213,Compound-profile,3.9700737953186036
213,ORF-profile,3.782287996155875
213,CRISPR-profile,2.5284878049577983
214,Alignment objective,7.1384443112782066
214,Compound-profile,3.989022609165737
214,ORF-profile,3.7692361729485646
214,CRISPR-profile,2.5296072278703963
215,Alignment objective,7.120223770822797
215,Compound-profile,3.9665552377700806
215,ORF-profile,3.7753571340015957
215,CRISPR-profile,2.5319799491337367
216,Alignment objective,7.084930716242109
216,Compound-profile,3.952759119442531
216,ORF-profile,3.7566781009946553
216,CRISPR-profile,2.5076650926045008
217,Alignment objective,7.109571249144418
217,Compound-profile,3.984535074234009
217,ORF-profile,3.7445101942334857
217,CRISPR-profile,2.5055621521813527
218,Alignment objective,7.10596308026995
218,Compound-profile,3.9743803330830167
218,ORF-profile,3.757542221886771
218,CRISPR-profile,2.505623262269156
219,Alignment objective,7.1115838800157825
219,Compound-profile,3.9723414897918703
219,ORF-profile,3.760600628171648
219,CRISPR-profile,2.5178841829299925
220,Alignment objective,7.070413892609732
220,Compound-profile,3.9573842661721366
220,ORF-profile,3.726176871572222
220,CRISPR-profile,2.499882367679051
221,Alignment objective,7.109508654049465
221,Compound-profile,3.9790951354163036
221,ORF-profile,3.7532214982169014
221,CRISPR-profile,2.50760555267334
222,Alignment objective,7.104559476034982
222,Compound-profile,3.9727395568575177
222,ORF-profile,3.7342151812144686
222,CRISPR-profile,2.529424670764378
223,Alignment objective,7.070950041498456
223,Compound-profile,3.9558221782956804
223,ORF-profile,3.7332478931971957
223,CRISPR-profile,2.497007850238255
224,Alignment objective,7.0555775812694
224,Compound-profile,3.9529978888375417
224,ORF-profile,3.724241181782314
224,CRISPR-profile,2.480918196269444
225,Alignment objective,7.08096707207816
225,Compound-profile,3.9682745661054337
225,ORF-profile,3.7312906299318587
225,CRISPR-profile,2.4940944058554515
226,Alignment objective,7.081208324432373
226,Compound-profile,3.9644831112452916
226,ORF-profile,3.7315957307815553
226,CRISPR-profile,2.5018546989985873
227,Alignment objective,7.057609861237662
227,Compound-profile,3.95647121156965
227,ORF-profile,3.730059838294983
227,CRISPR-profile,2.4722174542290825
228,Alignment objective,7.04646190234593
228,Compound-profile,3.968439943449838
228,ORF-profile,3.6936547245298113
228,CRISPR-profile,2.462389213698251
229,Alignment objective,7.038322721208845
229,Compound-profile,3.95109235559191
229,ORF-profile,3.706749882016863
229,CRISPR-profile,2.467710852622986
230,Alignment objective,7.025933129446846
230,Compound-profile,3.956001499720982
230,ORF-profile,3.6831444842474803
230,CRISPR-profile,2.456718741144453
231,Alignment objective,7.015698514665877
231,Compound-profile,3.9452815668923513
231,ORF-profile,3.694161687578474
231,CRISPR-profile,2.446672211374555
232,Alignment objective,7.0250602722167965
232,Compound-profile,3.961567687988281
232,ORF-profile,3.6987663337162564
232,CRISPR-profile,2.428218844958714
233,Alignment objective,7.034972827775137
233,Compound-profile,3.9544655084609985
233,ORF-profile,3.6935807568686347
233,CRISPR-profile,2.4674338749476843
234,Alignment objective,7.018775762830462
234,Compound-profile,3.9528432096753803
234,ORF-profile,3.6841896091188704
234,CRISPR-profile,2.447675469943455
235,Alignment objective,6.988203573226929
235,Compound-profile,3.932237080165318
235,ORF-profile,3.6777098723820276
235,CRISPR-profile,2.4342230933053153
236,Alignment objective,7.024649265834263
236,Compound-profile,3.963143478121076
236,ORF-profile,3.6963631868362428
236,CRISPR-profile,2.4266484192439486
237,Alignment objective,7.0177182129451205
237,Compound-profile,3.9480838911873954
237,ORF-profile,3.6973935059138707
237,CRISPR-profile,2.441875151225499
238,Alignment objective,6.9993985550744195
238,Compound-profile,3.938313167435782
238,ORF-profile,3.677279036385672
238,CRISPR-profile,2.444891745703561
239,Alignment objective,6.997485630852836
239,Compound-profile,3.9492792538234167
239,ORF-profile,3.6665344442640033
239,CRISPR-profile,2.4298783200127736
240,Alignment objective,6.9783355270113265
240,Compound-profile,3.9444067546299526
240,ORF-profile,3.681088658741542
240,CRISPR-profile,2.3867688519614085
241,Alignment objective,6.954175816263471
241,Compound-profile,3.940673085621425
241,ORF-profile,3.6460998501096453
241,CRISPR-profile,2.380905600956508
242,Alignment objective,6.941373068945749
242,Compound-profile,3.9373268468039377
242,ORF-profile,3.6480254105159213
242,CRISPR-profile,2.3600670405796595
243,Alignment objective,6.964258572033473
243,Compound-profile,3.9410456453050884
243,ORF-profile,3.6638889721461703
243,CRISPR-profile,2.3825368642807008
244,Alignment objective,6.944772291183472
244,Compound-profile,3.926019719668797
244,ORF-profile,3.655796796934945
244,CRISPR-profile,2.3817083631243023
245,Alignment objective,6.942038866451808
245,Compound-profile,3.929920029640198
245,ORF-profile,3.6535228729248046
245,CRISPR-profile,2.370714749608721
246,Alignment objective,6.956258770397731
246,Compound-profile,3.9508077587400163
246,ORF-profile,3.644606293950762
246,CRISPR-profile,2.3662957191467284
247,Alignment objective,6.957193054471697
247,Compound-profile,3.946307781764439
247,ORF-profile,3.642021141733442
247,CRISPR-profile,2.379749390057155
248,Alignment objective,6.910348847934179
248,Compound-profile,3.9221961464200703
248,ORF-profile,3.626255668912615
248,CRISPR-profile,2.35004973752158
249,Alignment objective,6.937702148301261
249,Compound-profile,3.9341506855828423
249,ORF-profile,3.647390866279602
249,CRISPR-profile,2.359712059157235
250,Alignment objective,6.931507199151175
250,Compound-profile,3.9268767493111745
250,ORF-profile,3.650385526248387
250,CRISPR-profile,2.3588753529957365
251,Alignment objective,6.915705129078456
251,Compound-profile,3.9389845916203092
251,ORF-profile,3.589041747365679
251,CRISPR-profile,2.3643993650163924
252,Alignment objective,6.9101200819015505
252,Compound-profile,3.9363088062831335
252,ORF-profile,3.6133467640195573
252,CRISPR-profile,2.3342758008411955
253,Alignment objective,6.906678485870362
253,Compound-profile,3.9230043036597118
253,ORF-profile,3.6152015107018607
253,CRISPR-profile,2.3521468605313984
254,Alignment objective,6.904469455991473
254,Compound-profile,3.9397386142185757
254,ORF-profile,3.6043409585952757
254,CRISPR-profile,2.3251207045146396
255,Alignment objective,6.919429179600307
255,Compound-profile,3.9457558529717582
255,ORF-profile,3.602542744364057
255,CRISPR-profile,2.344803922516959
256,Alignment objective,6.874882381302969
256,Compound-profile,3.918978255135672
256,ORF-profile,3.588987902232579
256,CRISPR-profile,2.3228203449930462
257,Alignment objective,6.868885340009417
257,Compound-profile,3.9151629413877216
257,ORF-profile,3.594068111692156
257,CRISPR-profile,2.313376694066184
258,Alignment objective,6.879455246244158
258,Compound-profile,3.932134887150356
258,ORF-profile,3.582127036367144
258,CRISPR-profile,2.312513678414481
259,Alignment objective,6.894422568593706
259,Compound-profile,3.9518331459590366
259,ORF-profile,3.587243495668684
259,CRISPR-profile,2.297935349600656
260,Alignment objective,6.876771637371608
260,Compound-profile,3.9289833988462175
260,ORF-profile,3.5952203444072177
260,CRISPR-profile,2.3003561530794414
261,Alignment objective,6.858231782913208
261,Compound-profile,3.935854210172381
261,ORF-profile,3.563013206209455
261,CRISPR-profile,2.2817419494901383
262,Alignment objective,6.886552630152021
262,Compound-profile,3.9361187560217723
262,ORF-profile,3.578155824116298
262,CRISPR-profile,2.322711934362139
263,Alignment objective,6.867460812841143
263,Compound-profile,3.93159191267831
263,ORF-profile,3.5648262705121723
263,CRISPR-profile,2.3069115264075144
264,Alignment objective,6.869695360319955
264,Compound-profile,3.927911901473999
264,ORF-profile,3.6052909680775236
264,CRISPR-profile,2.2782759700502666
265,Alignment objective,6.856200633730207
265,Compound-profile,3.9254610981260027
265,ORF-profile,3.5733629056385587
265,CRISPR-profile,2.288116189411708
266,Alignment objective,6.818662142753601
266,Compound-profile,3.910633683204651
266,ORF-profile,3.553494541985648
266,CRISPR-profile,2.262562380518232
267,Alignment objective,6.830100440979004
267,Compound-profile,3.9331771475928172
267,ORF-profile,3.544987429891314
267,CRISPR-profile,2.2488591517720904
268,Alignment objective,6.8119928870882305
268,Compound-profile,3.913698785645621
268,ORF-profile,3.5421371391841343
268,CRISPR-profile,2.254451107978821
269,Alignment objective,6.821106648445129
269,Compound-profile,3.904663671766009
269,ORF-profile,3.5445563282285417
269,CRISPR-profile,2.288329645565578
270,Alignment objective,6.8530661548886975
270,Compound-profile,3.9324037381580896
270,ORF-profile,3.5598049334117343
270,CRISPR-profile,2.281519903455462
271,Alignment objective,6.824495686803545
271,Compound-profile,3.92409120287214
271,ORF-profile,3.53947046484266
271,CRISPR-profile,2.2613385336739675
272,Alignment objective,6.813846019336156
272,Compound-profile,3.9122129133769445
272,ORF-profile,3.5295686687741963
272,CRISPR-profile,2.273697519302368
273,Alignment objective,6.810948634147644
273,Compound-profile,3.9082687718527658
273,ORF-profile,3.5560526166643416
273,CRISPR-profile,2.249307119846344
274,Alignment objective,6.7972019093377245
274,Compound-profile,3.900318455696106
274,ORF-profile,3.538680338859558
274,CRISPR-profile,2.2550865820475985
275,Alignment objective,6.771216770580837
275,Compound-profile,3.8967704364231657
275,ORF-profile,3.507719707489014
275,CRISPR-profile,2.2411729506083895
276,Alignment objective,6.783564356395177
276,Compound-profile,3.903244209289551
276,ORF-profile,3.5103689193725587
276,CRISPR-profile,2.2502713782446726
277,Alignment objective,6.79476158959525
277,Compound-profile,3.9256266866411482
277,ORF-profile,3.513593874658857
277,CRISPR-profile,2.2246759244373866
278,Alignment objective,6.790994163921901
278,Compound-profile,3.898995671953474
278,ORF-profile,3.53169367313385
278,CRISPR-profile,2.2523032971790857
279,Alignment objective,6.813168151038034
279,Compound-profile,3.9249835457120623
279,ORF-profile,3.514798239299229
279,CRISPR-profile,2.2615709645407542
280,Alignment objective,6.7651600735528135
280,Compound-profile,3.888908519063677
280,ORF-profile,3.509905093056815
280,CRISPR-profile,2.2425980142184665
281,Alignment objective,6.766713622638157
281,Compound-profile,3.90117677961077
281,ORF-profile,3.498096033505031
281,CRISPR-profile,2.232977637222835
282,Alignment objective,6.778464818000794
282,Compound-profile,3.902531998498099
282,ORF-profile,3.513565557343619
282,CRISPR-profile,2.23830007144383
283,Alignment objective,6.771780838285173
283,Compound-profile,3.9048346076692853
283,ORF-profile,3.5011213098253524
283,CRISPR-profile,2.2327711820602416
284,Alignment objective,6.773599358967372
284,Compound-profile,3.915087764603751
284,ORF-profile,3.508549649374826
284,CRISPR-profile,2.2084735461643765
285,Alignment objective,6.747140506335667
285,Compound-profile,3.904248441968645
285,ORF-profile,3.474146785054888
285,CRISPR-profile,2.2116373453821456
286,Alignment objective,6.745170998573304
286,Compound-profile,3.904061450277056
286,ORF-profile,3.462548177582877
286,CRISPR-profile,2.2196709053856987
287,Alignment objective,6.739378929138184
287,Compound-profile,3.9036286864961895
287,ORF-profile,3.48003956249782
287,CRISPR-profile,2.1914609108652385
288,Alignment objective,6.750978132656643
288,Compound-profile,3.904013534954616
288,ORF-profile,3.4677633898598805
288,CRISPR-profile,2.2261658021381923
289,Alignment objective,6.71255442074367
289,Compound-profile,3.896733954974583
289,ORF-profile,3.45705920287541
289,CRISPR-profile,2.1745817235537936
290,Alignment objective,6.739781246866499
290,Compound-profile,3.9014879260744366
290,ORF-profile,3.4768653222492762
290,CRISPR-profile,2.199721302304949
291,Alignment objective,6.718381316321237
291,Compound-profile,3.8989858899797714
291,ORF-profile,3.442517624582563
291,CRISPR-profile,2.196273214476449
292,Alignment objective,6.723836214201791
292,Compound-profile,3.908851633753095
292,ORF-profile,3.4595377002443586
292,CRISPR-profile,2.1704314964158193
293,Alignment objective,6.740399353844779
293,Compound-profile,3.9141956567764282
293,ORF-profile,3.4648902211870465
293,CRISPR-profile,2.187517167840685
294,Alignment objective,6.699003631728036
294,Compound-profile,3.89113461290087
294,ORF-profile,3.4500811951501027
294,CRISPR-profile,2.1656568459102084
295,Alignment objective,6.722598338127137
295,Compound-profile,3.9018109832491192
295,ORF-profile,3.462945454461234
295,CRISPR-profile,2.178629228046962
296,Alignment objective,6.705348842484611
296,Compound-profile,3.899150116103036
296,ORF-profile,3.448335143498012
296,CRISPR-profile,2.1640623211860657
297,Alignment objective,6.691439369746616
297,Compound-profile,3.8895418746130805
297,ORF-profile,3.44337386403765
297,CRISPR-profile,2.160421117714473
298,Alignment objective,6.677858870370048
298,Compound-profile,3.8878346817834037
298,ORF-profile,3.4150300332478114
298,CRISPR-profile,2.1650183592523846
299,Alignment objective,6.67625503880637
299,Compound-profile,3.892065528460911
299,ORF-profile,3.4106274196079798
299,CRISPR-profile,2.1577516181128367
300,Alignment objective,6.701120727402824
300,Compound-profile,3.892838086400713
300,ORF-profile,3.4527957439422607
300,CRISPR-profile,2.1637695397649495
