method,num_queries,topk,corr_threshold,directed_hits,unique_pair_hits,queries_with_hit,query_hit_rate,hit_yield_per_1000_ranked,mean_hit_rank,median_hit_corr,setting,low_tanimoto
NYAN,1856,10,0.25,456,343,216,0.11637931034482758,24.56896551724138,5.418859649122807,0.3411141335964203,low_morgan_lt_0.30,0.3
Morgan,1856,10,0.25,517,339,228,0.12284482758620689,27.85560344827586,5.009671179883946,0.3737472891807556,low_morgan_lt_0.30,0.3
AtomPair,1856,10,0.25,409,303,211,0.1136853448275862,22.036637931034484,5.190709046454768,0.34026697278022766,low_morgan_lt_0.30,0.3
Avalon,1856,10,0.25,435,293,203,0.109375,23.4375,5.287356321839081,0.3523308336734772,low_morgan_lt_0.30,0.3
Random,1856,10,0.25,154,153,121,0.06519396551724138,8.297413793103448,5.4480519480519485,0.326863095164299,low_morgan_lt_0.30,0.3
CGP-Align,1856,50,0.25,3315,2442,378,0.2036637931034483,35.72198275862068,22.951432880844646,0.3354867398738861,low_morgan_lt_0.30,0.3
RDKit2D,1856,50,0.25,1849,1274,354,0.19073275862068967,19.924568965517242,23.00703082747431,0.3356512486934662,low_morgan_lt_0.30,0.3
NYAN,1856,50,0.25,1726,1231,361,0.1945043103448276,18.599137931034484,23.484356894553883,0.32640109956264496,low_morgan_lt_0.30,0.3
Morgan,1856,50,0.25,1683,1050,359,0.19342672413793102,18.135775862068964,21.548425430778373,0.34680595993995667,low_morgan_lt_0.30,0.3
AtomPair,1856,50,0.25,1774,1206,356,0.19181034482758622,19.11637931034483,24.31285231116122,0.32959671318531036,low_morgan_lt_0.30,0.3
Avalon,1856,50,0.25,1652,1071,346,0.18642241379310345,17.801724137931036,22.915254237288135,0.33649541437625885,low_morgan_lt_0.30,0.3
Random,1856,50,0.25,704,698,269,0.14493534482758622,7.586206896551724,25.322443181818183,0.30996567010879517,low_morgan_lt_0.30,0.3
CGP-Align,1856,100,0.25,5894,4147,429,0.23114224137931033,31.75646551724138,45.509840515778755,0.3297317326068878,low_morgan_lt_0.30,0.3
RDKit2D,1856,100,0.25,3173,2101,413,0.22252155172413793,17.095905172413794,45.12165143397416,0.3267850875854492,low_morgan_lt_0.30,0.3
NYAN,1856,100,0.25,3112,2104,422,0.2273706896551724,16.767241379310345,46.47043701799486,0.32116174697875977,low_morgan_lt_0.30,0.3
Morgan,1856,100,0.25,2781,1686,412,0.22198275862068967,14.983836206896552,42.25782092772384,0.33401593565940857,low_morgan_lt_0.30,0.3
AtomPair,1856,100,0.25,3261,2164,424,0.22844827586206898,17.570043103448274,47.43636921189819,0.32478585839271545,low_morgan_lt_0.30,0.3
Avalon,1856,100,0.25,3058,2012,398,0.21443965517241378,16.476293103448278,46.7619359058208,0.32839061319828033,low_morgan_lt_0.30,0.3
Random,1856,100,0.25,1425,1388,357,0.19234913793103448,7.677801724137931,50.99508771929825,0.3094954490661621,low_morgan_lt_0.30,0.3
CGP-Align,1856,10,0.3,610,457,230,0.12392241379310345,32.866379310344826,5.073770491803279,0.3959401398897171,low_morgan_lt_0.30,0.3
RDKit2D,1856,10,0.3,376,270,185,0.09967672413793104,20.25862068965517,4.962765957446808,0.4123765826225281,low_morgan_lt_0.30,0.3
NYAN,1856,10,0.3,299,226,151,0.08135775862068965,16.10991379310345,5.411371237458194,0.40587955713272095,low_morgan_lt_0.30,0.3
Morgan,1856,10,0.3,389,250,186,0.10021551724137931,20.95905172413793,4.861182519280206,0.41588687896728516,low_morgan_lt_0.30,0.3
AtomPair,1856,10,0.3,273,196,161,0.08674568965517242,14.70905172413793,4.882783882783883,0.38936808705329895,low_morgan_lt_0.30,0.3
Avalon,1856,10,0.3,311,209,159,0.08566810344827586,16.75646551724138,5.295819935691318,0.3943915069103241,low_morgan_lt_0.30,0.3
Random,1856,10,0.3,93,93,74,0.03987068965517242,5.010775862068965,5.451612903225806,0.3765481412410736,low_morgan_lt_0.30,0.3
CGP-Align,1856,50,0.3,2223,1631,297,0.16002155172413793,23.954741379310345,22.687359424201528,0.3781450092792511,low_morgan_lt_0.30,0.3
RDKit2D,1856,50,0.3,1242,846,280,0.15086206896551724,13.383620689655173,22.3317230273752,0.38570839166641235,low_morgan_lt_0.30,0.3
NYAN,1856,50,0.3,1067,766,272,0.14655172413793102,11.497844827586206,22.921274601686974,0.38119223713874817,low_morgan_lt_0.30,0.3
Morgan,1856,50,0.3,1166,709,288,0.15517241379310345,12.564655172413792,20.57032590051458,0.39652299880981445,low_morgan_lt_0.30,0.3
AtomPair,1856,50,0.3,1152,770,278,0.1497844827586207,12.413793103448276,24.03732638888889,0.3736353814601898,low_morgan_lt_0.30,0.3
Avalon,1856,50,0.3,1100,698,263,0.14170258620689655,11.853448275862068,22.112727272727273,0.3848733752965927,low_morgan_lt_0.30,0.3
Random,1856,50,0.3,399,396,187,0.10075431034482758,4.299568965517241,24.43107769423559,0.3593519628047943,low_morgan_lt_0.30,0.3
CGP-Align,1856,100,0.3,3826,2682,322,0.17349137931034483,20.614224137931036,44.316779926816515,0.3738596737384796,low_morgan_lt_0.30,0.3
RDKit2D,1856,100,0.3,2024,1317,312,0.16810344827586207,10.905172413793103,42.905138339920946,0.3739587068557739,low_morgan_lt_0.30,0.3
NYAN,1856,100,0.3,1881,1276,320,0.1724137931034483,10.13469827586207,45.56193514088251,0.3723238706588745,low_morgan_lt_0.30,0.3
Morgan,1856,100,0.3,1839,1092,308,0.16594827586206898,9.908405172413794,40.07775965198478,0.384405255317688,low_morgan_lt_0.30,0.3
AtomPair,1856,100,0.3,2051,1340,320,0.1724137931034483,11.050646551724137,46.195514383227696,0.3689657747745514,low_morgan_lt_0.30,0.3
Avalon,1856,100,0.3,1957,1278,309,0.16648706896551724,10.544181034482758,45.123147675012774,0.37546131014823914,low_morgan_lt_0.30,0.3
Random,1856,100,0.3,795,780,245,0.1320043103448276,4.283405172413793,50.557232704402516,0.3641323447227478,low_morgan_lt_0.30,0.3
CGP-Align,1856,10,0.4,292,207,136,0.07327586206896551,15.732758620689655,4.780821917808219,0.4814002215862274,low_morgan_lt_0.30,0.3
RDKit2D,1856,10,0.4,202,141,121,0.06519396551724138,10.88362068965517,4.98019801980198,0.47331398725509644,low_morgan_lt_0.30,0.3
NYAN,1856,10,0.4,152,114,97,0.052262931034482756,8.189655172413794,5.25,0.4614695757627487,low_morgan_lt_0.30,0.3
Morgan,1856,10,0.4,215,138,127,0.06842672413793104,11.584051724137932,4.851162790697674,0.4731011390686035,low_morgan_lt_0.30,0.3
AtomPair,1856,10,0.4,126,85,91,0.0490301724137931,6.788793103448276,4.563492063492063,0.4739973545074463,low_morgan_lt_0.30,0.3
Avalon,1856,10,0.4,149,99,88,0.04741379310344827,8.028017241379311,5.295302013422819,0.48027750849723816,low_morgan_lt_0.30,0.3
Random,1856,10,0.4,35,35,32,0.017241379310344827,1.8857758620689655,5.0285714285714285,0.44829410314559937,low_morgan_lt_0.30,0.3
CGP-Align,1856,50,0.4,916,652,199,0.10721982758620689,9.870689655172413,21.04585152838428,0.46281175315380096,low_morgan_lt_0.30,0.3
RDKit2D,1856,50,0.4,552,367,191,0.10290948275862069,5.948275862068965,20.13768115942029,0.4714231938123703,low_morgan_lt_0.30,0.3
NYAN,1856,50,0.4,458,325,173,0.09321120689655173,4.935344827586206,21.0,0.46281175315380096,low_morgan_lt_0.30,0.3
Morgan,1856,50,0.4,567,335,196,0.10560344827586207,6.109913793103448,19.22222222222222,0.47475335001945496,low_morgan_lt_0.30,0.3
AtomPair,1856,50,0.4,449,294,168,0.09051724137931035,4.838362068965517,21.681514476614698,0.46222811937332153,low_morgan_lt_0.30,0.3
Avalon,1856,50,0.4,466,285,161,0.08674568965517242,5.021551724137931,19.90557939914163,0.46901431679725647,low_morgan_lt_0.30,0.3
Random,1856,50,0.4,123,123,71,0.03825431034482758,1.3254310344827587,24.235772357723576,0.4512692391872406,low_morgan_lt_0.30,0.3
CGP-Align,1856,100,0.4,1480,1010,225,0.12122844827586207,7.974137931034483,41.33581081081081,0.461052730679512,low_morgan_lt_0.30,0.3
RDKit2D,1856,100,0.4,816,512,211,0.1136853448275862,4.3965517241379315,37.752450980392155,0.47067520022392273,low_morgan_lt_0.30,0.3
NYAN,1856,100,0.4,739,486,210,0.11314655172413793,3.9816810344827585,41.4573748308525,0.4633953869342804,low_morgan_lt_0.30,0.3
Morgan,1856,100,0.4,805,460,213,0.11476293103448276,4.337284482758621,35.391304347826086,0.47352683544158936,low_morgan_lt_0.30,0.3
AtomPair,1856,100,0.4,760,485,208,0.11206896551724138,4.094827586206897,43.46578947368421,0.46093860268592834,low_morgan_lt_0.30,0.3
Avalon,1856,100,0.4,766,484,210,0.11314655172413793,4.127155172413793,40.91253263707572,0.4585017114877701,low_morgan_lt_0.30,0.3
Random,1856,100,0.4,263,259,121,0.06519396551724138,1.4170258620689655,52.00380228136882,0.44829410314559937,low_morgan_lt_0.30,0.3
