inchikey,prism_name,broad_id,prism_columns,prism_screens,prism_targets,prism_moa,prism_smiles,_cgp_row,compound_id,canonical_smiles,has_structure,has_compound_profile,num_nonmissing_prism_cell_lines
TWQYWUXBZHPIIV-UHFFFAOYSA-N,GW-842166,BRD-K26823213-001-02-9,1,HTS,CNR2,cannabinoid receptor agonist,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,86515,TWQYWUXBZHPIIV-UHFFFAOYSA-N,O=C(NCC1CCOCC1)c1c[nH]c(=Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,True,True,565
TXCGAZHTZHNUAI-UHFFFAOYSA-N,clofibric-acid,BRD-K19111024-001-20-9,1,HTS,PPARA,PPAR receptor agonist,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,86582,TXCGAZHTZHNUAI-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,True,True,550
TXDUTHBFYKGSAH-UHFFFAOYSA-N,evodiamine,BRD-A68631409-001-05-4,1,HTS,TRPV1,"ATPase inhibitor, TRPV agonist",CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,86598,TXDUTHBFYKGSAH-UHFFFAOYSA-N,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,True,True,565
TXEIIPDJKFWEEC-UHFFFAOYSA-N,tafamidis-meglumine,BRD-K23728141-001-01-2,1,HTS,TTR,transthyretin amyloid inhibitor,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,86606,TXEIIPDJKFWEEC-UHFFFAOYSA-N,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,True,True,574
TXQKSMSLZVKQBI-UHFFFAOYSA-N,SKF-89976A,BRD-A49046702-003-08-3,1,HTS,SLC6A1,GABA uptake inhibitor,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,86698,TXQKSMSLZVKQBI-UHFFFAOYSA-N,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,True,True,569
TXZPMHLMPKIUGK-UHFFFAOYSA-N,PFI-1,BRD-K13094524-001-07-5,1,HTS,BRD4,bromodomain inhibitor,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,86768,TXZPMHLMPKIUGK-UHFFFAOYSA-N,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,True,True,538
TYMRLRRVMHJFTF-UHFFFAOYSA-N,mafenide,BRD-K30649484-003-13-7,1,HTS,"CA12, CA14, CA2, CA4, CA6, CA9",carbonic anhydrase inhibitor,NCc1ccc(S(N)(=O)=O)cc1,86851,TYMRLRRVMHJFTF-UHFFFAOYSA-N,NCc1ccc(S(N)(=O)=O)cc1,True,True,569
TYNLGDBUJLVSMA-UHFFFAOYSA-N,diacerein,BRD-K69122748-001-10-1,1,HTS,IL1B,interleukin inhibitor,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,86856,TYNLGDBUJLVSMA-UHFFFAOYSA-N,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,True,True,565
TZBJGXHYKVUXJN-UHFFFAOYSA-N,genistein,BRD-K43797669-001-30-4,1,HTS,"CFTR, ESR1, ESR2, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5",tyrosine kinase inhibitor,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,86968,TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,True,True,574
TZDUHAJSIBHXDL-UHFFFAOYSA-N,gabapentin-enacarbil,BRD-A86665761-001-01-1,1,MTS004,"CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8",adrenergic receptor agonist,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,86986,TZDUHAJSIBHXDL-UHFFFAOYSA-N,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,True,True,548
TZFWDZFKRBELIQ-UHFFFAOYSA-N,chlorzoxazone,BRD-K98174813-001-18-0,1,HTS,"KCNMA1, KCNN4",bacterial 30S ribosomal subunit inhibitor,O=c1[nH]c2cc(Cl)ccc2o1,87002,TZFWDZFKRBELIQ-UHFFFAOYSA-N,O=c1[nH]c2cc(Cl)ccc2o1,True,True,569
TZKBVRDEOITLRB-UHFFFAOYSA-N,GZD824,BRD-K35329391-334-01-7,1,HTS,"ABL1, BCR",Bcr-Abl kinase inhibitor,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,87049,TZKBVRDEOITLRB-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,True,True,570
TZRHLKRLEZJVIJ-UHFFFAOYSA-N,parecoxib,BRD-K13800121-001-01-5,1,HTS,LTF,cyclooxygenase inhibitor,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,87105,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,True,True,565
TZXKOCQBRNJULO-UHFFFAOYSA-N,deferiprone,BRD-K06878038-001-18-6,1,HTS,UGT1A6,chelating agent,Cc1c(O)c(=O)ccn1C,87142,TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,True,True,565
UBCHPRBFMUDMNC-UHFFFAOYSA-N,rimantadine,BRD-A75479906-001-02-4,1,HTS,,"antiviral, RNA synthesis inhibitor",CC(N)C12CC3CC(CC(C3)C1)C2,87348,UBCHPRBFMUDMNC-UHFFFAOYSA-N,CC(N)C12CC3CC(CC(C3)C1)C2,True,True,574
UBPYILGKFZZVDX-UHFFFAOYSA-N,bosutinib,BRD-K99964838-001-11-9,1,HTS,"ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK","Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor",COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,87437,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(N=c2c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,True,True,572
UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,BRD-K48300629-001-14-5,1,HTS,"CA1, CA10, CA11, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A","sodium channel blocker, T-type calcium channel blocker",NS(=O)(=O)Cc1noc2ccccc12,87443,UBQNRHZMVUUOMG-UHFFFAOYSA-N,NS(=O)(=O)Cc1noc2ccccc12,True,True,563
UBQYURCVBFRUQT-UHFFFAOYSA-N,deferoxamine-mesylate,BRD-K09821361-066-25-8,1,MTS004,,chelating agent,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,87448,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,True,True,548
UBVZQGOVTLIHLH-UHFFFAOYSA-N,topiroxostat,BRD-K77561571-001-01-1,1,HTS,XDH,xanthine oxidase inhibitor,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,87488,UBVZQGOVTLIHLH-UHFFFAOYSA-N,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,True,True,574
UCAGLBKTLXCODC-UHFFFAOYSA-N,carzenide,BRD-K09295674-001-09-8,1,HTS,"CA1, CA12, CA14, CA2, CA6, CA9",,NS(=O)(=O)c1ccc(C(=O)O)cc1,87513,UCAGLBKTLXCODC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)O)cc1,True,True,569
UCGWYCMPZXDHNR-UHFFFAOYSA-N,BRD4770,BRD-K72264770-001-03-2,1,MTS004,EHMT2,histone lysine methyltransferase inhibitor,COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1,87550,UCGWYCMPZXDHNR-UHFFFAOYSA-N,COC(=O)c1ccc2c(c1)[nH]c(=NC(=O)c1ccccc1)n2CCCc1ccccc1,True,True,547
UCJGJABZCDBEDK-UHFFFAOYSA-N,bazedoxifene,BRD-K90195324-003-02-5,1,HTS,"ESR1, ESR2",selective estrogen receptor modulator (SERM),Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,87571,UCJGJABZCDBEDK-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,True,True,571
UCRHFBCYFMIWHC-UHFFFAOYSA-N,piperaquine-phosphate,BRD-K27382019-418-01-9,1,HTS,,antimalarial agent,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,87626,UCRHFBCYFMIWHC-UHFFFAOYSA-N,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,True,True,563
UEADAWQSJOWXBK-UHFFFAOYSA-N,SC-144,BRD-K55305701-001-01-2,1,HTS,,P glycoprotein inhibitor,O=C(NNc1nc2cc(F)ccc2n2cccc12)c1cnccn1,87881,UEADAWQSJOWXBK-UHFFFAOYSA-N,O=C(NN=c1[nH]c2cc(F)ccc2n2cccc12)c1cnccn1,True,True,574
UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,BRD-A93255169-001-28-3,1,HTS,"CRBN, FGFR2, NFKB1, ORM1, ORM2, PTGS2, TNF",tumor necrosis factor production inhibitor,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,87941,UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,True,True,574
UEQUQVLFIPOEMF-UHFFFAOYSA-N,mianserin,BRD-A19661776-003-27-6,1,HTS,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4",serotonin receptor antagonist,CN1CCN2c3ccccc3Cc3ccccc3C2C1,88002,UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2c3ccccc3Cc3ccccc3C2C1,True,True,567
UFICVEHDQUKCEA-UHFFFAOYSA-N,MGCD-265,BRD-K56277358-001-07-5,1,HTS,"AXL, MET",VEGFR inhibitor,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,88126,UFICVEHDQUKCEA-UHFFFAOYSA-N,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,True,True,570
UFLGIAIHIAPJJC-UHFFFAOYSA-N,tripelennamine,BRD-K57033106-003-19-7,1,HTS,HRH1,histamine receptor antagonist,CN(C)CCN(Cc1ccccc1)c1ccccn1,88140,UFLGIAIHIAPJJC-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1ccccn1,True,True,557
UFSKUSARDNFIRC-UHFFFAOYSA-N,lumacaftor,BRD-K69236721-001-02-7,1,HTS,CFTR,CFTR channel agonist,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,88195,UFSKUSARDNFIRC-UHFFFAOYSA-N,Cc1ccc(=NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)[nH]c1-c1cccc(C(=O)O)c1,True,True,572
UGJMXCAKCUNAIE-UHFFFAOYSA-N,gabapentin,BRD-K62737565-003-02-6,1,HTS,"ADORA1, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",calcium channel blocker,NCC1(CC(=O)O)CCCCC1,88324,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CC(=O)O)CCCCC1,True,True,569
UGJWRPJDTDGERK-UHFFFAOYSA-N,TH-302,BRD-K20958582-001-01-4,1,HTS,,DNA alkylating agent,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],88327,UGJWRPJDTDGERK-UHFFFAOYSA-N,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],True,True,565
UGYXPZQILZRKJJ-UHFFFAOYSA-N,4-methylhistamine,BRD-K70821460-300-02-4,1,HTS,HRH4,histamine receptor agonist,Cc1nc[nH]c1CCN,88453,UGYXPZQILZRKJJ-UHFFFAOYSA-N,Cc1[nH]cnc1CCN,True,True,565
UHTHHESEBZOYNR-UHFFFAOYSA-N,vandetanib,BRD-K77625799-001-07-7,1,HTS,"EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA","EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,88597,UHTHHESEBZOYNR-UHFFFAOYSA-N,COc1cc2c(=Nc3ccc(Br)cc3F)[nH]cnc2cc1OCC1CCN(C)CC1,True,True,574
UHWVSEOVJBQKBE-UHFFFAOYSA-N,trimetazidine,BRD-K88366685-300-06-0,1,HTS,ACAA2,3-ketoacyl CoA thiolase inhibitor,COc1ccc(CN2CCNCC2)c(OC)c1OC,88615,UHWVSEOVJBQKBE-UHFFFAOYSA-N,COc1ccc(CN2CCNCC2)c(OC)c1OC,True,True,571
UIAYVIIHMORPSJ-UHFFFAOYSA-N,cilostamide,BRD-K28578425-001-07-0,1,HTS,"PDE3A, PDE3B",phosphodiesterase inhibitor,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,88642,UIAYVIIHMORPSJ-UHFFFAOYSA-N,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,True,True,566
UIEATEWHFDRYRU-UHFFFAOYSA-N,bepridil,BRD-A91008255-003-24-8,1,HTS,"ATP1A1, CACNA1A, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, TNNC1",calcium channel blocker,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,88660,UIEATEWHFDRYRU-UHFFFAOYSA-N,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,True,True,569
UILPJVPSNHJFIK-UHFFFAOYSA-N,paeonol,BRD-K94239562-001-05-5,1,HTS,,anti-inflammatory agent,COc1ccc(C(C)=O)c(O)c1,88719,UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(O)c1,True,True,565
UJCACMLMPLLRGW-UHFFFAOYSA-N,sodium-tanshinone-ii-a-sulfonate,BRD-K84798689-236-02-9,1,HTS,,potassium channel activator,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,88832,UJCACMLMPLLRGW-UHFFFAOYSA-N,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,True,True,550
UJEAABFSXKCSGI-UHFFFAOYSA-N,MK-8245,BRD-K29656036-001-02-5,1,HTS,SCD,stearoyl-CoA desaturase inhibitor,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,88848,UJEAABFSXKCSGI-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,True,True,571
UJEWTUDSLQGTOA-UHFFFAOYSA-N,piretanide,BRD-K87990216-001-10-2,1,HTS,"SLC12A1, SLC12A2",glucocorticoid receptor agonist,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,88856,UJEWTUDSLQGTOA-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,True,True,569
UJGTUKMAJVCBIS-UHFFFAOYSA-N,NMS-873,BRD-K26253904-001-01-5,1,HTS,VCP,ATPase inhibitor,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1,88872,UJGTUKMAJVCBIS-UHFFFAOYSA-N,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1,True,True,570
UJIAQDJKSXQLIT-UHFFFAOYSA-N,TG100-115,BRD-K64785675-001-04-0,1,HTS,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",PI3K inhibitor,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,88883,UJIAQDJKSXQLIT-UHFFFAOYSA-N,N=c1[nH]c(=N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2[nH]1,True,True,574
UJIDKYTZIQTXPM-UHFFFAOYSA-N,sodium-picosulfate,BRD-K77251551-304-02-9,1,HTS,,,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,88886,UJIDKYTZIQTXPM-UHFFFAOYSA-N,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,True,True,574
UJRRDDHEMZLWFI-UHFFFAOYSA-N,nithiamide,BRD-K39467894-001-05-9; BRD-K39467894-001-06-7,2,HTS,,bacterial DNA inhibitor,CC(=O)Nc1ncc([N+](=O)[O-])s1,88954,UJRRDDHEMZLWFI-UHFFFAOYSA-N,CC(=O)N=c1[nH]cc([N+](=O)[O-])s1,True,True,574
UKHMZCMKHPHFOT-UHFFFAOYSA-N,SQ-22536,BRD-A56987319-001-12-9,1,HTS,ADCY1,adenylyl cyclase inhibitor,Nc1ncnc2c1ncn2C1CCCO1,89070,UKHMZCMKHPHFOT-UHFFFAOYSA-N,N=c1[nH]cnc2c1ncn2C1CCCO1,True,True,572
UKMSUNONTOPOIO-UHFFFAOYSA-N,AGP-103,BRD-K91495480-001-02-2,1,HTS,,membrane permeability inhibitor,CCCCCCCCCCCCCCCCCCCCCC(=O)O,89101,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)O,True,True,574
ULDXWLCXEDXJGE-UHFFFAOYSA-N,MK-2206,BRD-K68065987-300-09-1,1,HTS,"AKT1, AKT2, AKT3",AKT inhibitor,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,89211,ULDXWLCXEDXJGE-UHFFFAOYSA-N,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,True,True,564
ULFRLSNUDGIQQP-UHFFFAOYSA-N,rizatriptan,BRD-K75699339-057-08-1,1,HTS,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F",serotonin receptor agonist,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,89222,ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,True,True,574
ULSUXBXHSYSGDT-UHFFFAOYSA-N,tangeritin,BRD-K25186396-001-09-6,1,HTS,,cell cycle inhibitor,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,89292,ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,True,True,565
UMJHTFHIQDEGKB-UHFFFAOYSA-N,alibendol,BRD-K60102752-001-02-2,1,HTS,,antispasmodic,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,89404,UMJHTFHIQDEGKB-UHFFFAOYSA-N,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,True,True,565
UMJUNUMSJDTYTM-UHFFFAOYSA-N,KB-R7943,BRD-K17743697-066-03-6,1,HTS,"SLC8A1, TRPC3, TRPC5, TRPC6",sodium/calcium exchange inhibitor,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,89405,UMJUNUMSJDTYTM-UHFFFAOYSA-N,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,True,True,563
UNAZAADNBYXMIV-UHFFFAOYSA-N,"CP-945,598",BRD-K09090949-001-01-9,1,HTS,CNR1,cannabinoid receptor antagonist,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,89536,UNAZAADNBYXMIV-UHFFFAOYSA-N,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,True,True,550
UOMKBIIXHQIERR-UHFFFAOYSA-N,cridanimod,BRD-K97939847-001-12-0,1,MTS004,PGR,progesterone receptor agonist,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,89778,UOMKBIIXHQIERR-UHFFFAOYSA-N,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,True,True,548
UOORQSPLBHUQDQ-UHFFFAOYSA-N,TG-100713,BRD-K46392623-001-02-5,1,HTS,,PI3K inhibitor,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,89796,UOORQSPLBHUQDQ-UHFFFAOYSA-N,N=c1[nH]c(=N)c2nc(-c3cccc(O)c3)cnc2[nH]1,True,True,574
UOWZUVNAGUAEQC-UHFFFAOYSA-N,tiratricol,BRD-K61236135-001-08-2,1,HTS,"THRA, THRB",thyroid hormone stimulant,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,89854,UOWZUVNAGUAEQC-UHFFFAOYSA-N,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,True,True,557
UPALIKSFLSVKIS-UHFFFAOYSA-N,amonafide,BRD-K56334280-001-05-1,1,HTS,"TOP2A, TOP2B",topoisomerase inhibitor,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,89880,UPALIKSFLSVKIS-UHFFFAOYSA-N,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,True,True,574
UPPMZCXMQRVMME-UHFFFAOYSA-N,valethamate,BRD-A56613951-004-01-1,1,MTS004,"CHRM1, CHRM4, CHRM5",acetylcholine receptor antagonist,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,89984,UPPMZCXMQRVMME-UHFFFAOYSA-N,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,True,True,548
UPSPUYADGBWSHF-UHFFFAOYSA-N,tolmetin,BRD-K82562631-236-04-6,1,HTS,"PTGS1, PTGS2",cyclooxygenase inhibitor,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,90007,UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,True,True,569
UPTYCYWTFGTCCG-UHFFFAOYSA-N,C-1,BRD-K72462751-001-02-7,1,HTS,PRKCA,protein kinase inhibitor,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,90019,UPTYCYWTFGTCCG-UHFFFAOYSA-N,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,True,True,574
UPZWINBEAHDTLA-UHFFFAOYSA-N,basimglurant,BRD-K62387885-001-01-9,1,HTS,GRM5,glutamate receptor antagonist,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,90054,UPZWINBEAHDTLA-UHFFFAOYSA-N,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,True,True,568
UQGKUQLKSCSZGY-UHFFFAOYSA-N,olmesartan-medoxomil,BRD-K78485176-001-07-8,1,HTS,AGTR1,angiotensin receptor antagonist,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,90105,UQGKUQLKSCSZGY-UHFFFAOYSA-N,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,True,574
UQNAFPHGVPVTAL-UHFFFAOYSA-N,NBQX,BRD-K11796549-001-04-5,1,HTS,"GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B",glutamate receptor antagonist,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12,90150,UQNAFPHGVPVTAL-UHFFFAOYSA-N,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12,True,True,574
UQPMANVRZYYQMD-UHFFFAOYSA-N,CGP-57380,BRD-K42500029-001-03-5,1,HTS,"AURKB, LCK, MKNK1, MKNK2, SGK1",MAP kinase inhibitor,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,90170,UQPMANVRZYYQMD-UHFFFAOYSA-N,N=c1[nH]cnc2[nH][nH]c(=Nc3ccc(F)cc3)c12,True,True,571
UQRCJCNVNUFYDX-UHFFFAOYSA-N,golvatinib,BRD-K69001009-001-02-8,1,HTS,"KDR, MET",VEGFR inhibitor,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,90180,UQRCJCNVNUFYDX-UHFFFAOYSA-N,CN1CCN(C2CCN(C(=O)N=c3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)cc[nH]3)CC2)CC1,True,True,565
URAYPUMNDPQOKB-UHFFFAOYSA-N,triacetin,BRD-K92844263-001-09-8,1,HTS,,,CC(=O)OCC(COC(C)=O)OC(C)=O,90249,URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)OC(C)=O,True,True,569
