method,num_queries,topk,corr_threshold,directed_hits,unique_pair_hits,queries_with_hit,query_hit_rate,hit_yield_per_1000_ranked,mean_hit_rank,median_hit_corr,setting,low_tanimoto,section,query_idx,CGP-Align,RDKit2D,cgp_better,same,n_query,num_candidates,random_expected_corr,mean_functional_neighbor_rank_percentile,best_functional_neighbor_rank_percentile,top10_corr,top10_poscorr,ndcg10,retention10,functional_top10_in_top10_rate,oracle_top10_corr,top50_corr,top50_poscorr,ndcg50,retention50,functional_top10_in_top50_rate,oracle_top50_corr,top100_corr,top100_poscorr,ndcg100,retention100,functional_top10_in_top100_rate,oracle_top100_corr,num_pairs,mean_prism_response_corr,median_shared_top50_genes,mean_shared_top50_genes,mean_shared_gene_jaccard,mean_shared_gene_neglog10p,fraction_with_category_hit,mean_unique_categories,fraction_with_known_target_hit,retrieved_idx,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20,morgan_tanimoto,query_inchikey,retrieved_inchikey
Avalon,1856.0,100.0,0.25,2824.0,1890.0,388.0,0.209051724137931,15.21551724137931,48.41890934844193,0.3221783936023712,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.25,1374.0,1335.0,348.0,0.1875,7.4030172413793105,50.62590975254731,0.3154428452253341,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,10.0,0.3,565.0,430.0,218.0,0.1174568965517241,30.441810344827587,5.238938053097345,0.3846459984779358,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,10.0,0.3,245.0,198.0,145.0,0.078125,13.20043103448276,5.236734693877551,0.402028352022171,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,10.0,0.3,236.0,185.0,137.0,0.0738146551724138,12.71551724137931,5.406779661016949,0.3949296325445175,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,10.0,0.3,240.0,161.0,145.0,0.078125,12.93103448275862,5.375,0.3985927104949951,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,10.0,0.3,217.0,166.0,142.0,0.0765086206896551,11.691810344827587,5.152073732718894,0.3775345385074615,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,10.0,0.3,232.0,165.0,142.0,0.0765086206896551,12.5,5.331896551724138,0.3866743743419647,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,10.0,0.3,77.0,77.0,66.0,0.0355603448275862,4.148706896551724,4.974025974025974,0.3545618951320648,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,50.0,0.3,2101.0,1542.0,294.0,0.1584051724137931,22.64008620689655,23.225130890052355,0.3749562501907348,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,50.0,0.3,1015.0,730.0,263.0,0.1417025862068965,10.9375,24.25812807881773,0.376084417104721,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,50.0,0.3,938.0,682.0,262.0,0.1411637931034483,10.107758620689657,23.502132196162048,0.3738489896059036,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,50.0,0.3,931.0,577.0,267.0,0.1438577586206896,10.032327586206897,22.77013963480129,0.3877466022968292,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,50.0,0.3,998.0,690.0,267.0,0.1438577586206896,10.754310344827584,24.517034068136272,0.368642970919609,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,50.0,0.3,936.0,615.0,263.0,0.1417025862068965,10.086206896551724,23.30128205128205,0.3765125870704651,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,50.0,0.3,418.0,416.0,197.0,0.1061422413793103,4.504310344827585,25.492822966507177,0.3599666953086853,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,100.0,0.3,3629.0,2551.0,320.0,0.1724137931034483,19.55280172413793,44.7296775971342,0.3714843690395355,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,100.0,0.3,1771.0,1183.0,304.0,0.1637931034482758,9.542025862068966,46.20722755505364,0.3691421151161194,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,100.0,0.3,1702.0,1164.0,313.0,0.1686422413793103,9.170258620689657,46.86486486486486,0.3686288595199585,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,100.0,0.3,1557.0,946.0,293.0,0.1578663793103448,8.389008620689657,43.35966602440591,0.377484530210495,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,100.0,0.3,1851.0,1236.0,311.0,0.1675646551724137,9.973060344827584,47.56942193408968,0.3644881546497345,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,100.0,0.3,1747.0,1166.0,306.0,0.1648706896551724,9.41271551724138,47.21465369204351,0.3705939054489136,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.3,802.0,783.0,245.0,0.1320043103448276,4.321120689655173,48.9788029925187,0.3600236922502517,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,10.0,0.4,251.0,182.0,116.0,0.0625,13.523706896551724,4.916334661354582,0.4795624017715454,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,10.0,0.4,123.0,95.0,83.0,0.0447198275862069,6.627155172413794,4.951219512195122,0.469704657793045,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,10.0,0.4,108.0,84.0,79.0,0.0425646551724137,5.81896551724138,5.2407407407407405,0.4524349272251129,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,10.0,0.4,119.0,80.0,88.0,0.0474137931034482,6.411637931034482,5.361344537815126,0.4696133732795715,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,10.0,0.4,87.0,68.0,69.0,0.037176724137931,4.6875,5.195402298850575,0.4735268354415893,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,10.0,0.4,101.0,73.0,72.0,0.0387931034482758,5.441810344827585,5.455445544554456,0.4827826917171478,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,10.0,0.4,22.0,22.0,21.0,0.0113146551724137,1.1853448275862069,4.681818181818182,0.4482637941837311,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,50.0,0.4,843.0,599.0,193.0,0.1039870689655172,9.08405172413793,22.062870699881376,0.4606305956840515,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,50.0,0.4,415.0,295.0,166.0,0.0894396551724138,4.4719827586206895,22.689156626506023,0.4730927348136902,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,50.0,0.4,378.0,272.0,159.0,0.0856681034482758,4.073275862068965,21.8015873015873,0.4581595957279205,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,50.0,0.4,419.0,251.0,171.0,0.0921336206896551,4.515086206896552,21.08591885441528,0.4750676155090332,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,50.0,0.4,357.0,242.0,153.0,0.0824353448275862,3.84698275862069,22.92156862745098,0.4571887552738189,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,50.0,0.4,356.0,228.0,153.0,0.0824353448275862,3.836206896551724,21.59269662921348,0.4655367285013199,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,50.0,0.4,125.0,125.0,87.0,0.046875,1.3469827586206895,24.944,0.4556770622730255,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,100.0,0.4,1360.0,935.0,217.0,0.1169181034482758,7.327586206896552,41.86911764705882,0.4581836313009262,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,100.0,0.4,665.0,431.0,195.0,0.1050646551724138,3.5829741379310343,42.430075187969926,0.4696570932865143,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,100.0,0.4,641.0,425.0,197.0,0.1061422413793103,3.4536637931034484,43.798751950078,0.4619124233722687,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,100.0,0.4,633.0,372.0,193.0,0.1039870689655172,3.4105603448275863,38.88783570300158,0.4731011390686035,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,100.0,0.4,632.0,420.0,192.0,0.1034482758620689,3.405172413793104,45.70094936708861,0.4567645639181137,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,100.0,0.4,639.0,415.0,198.0,0.1066810344827586,3.442887931034483,44.677621283255085,0.4545207917690277,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.4,243.0,237.0,116.0,0.0625,1.3092672413793105,48.60082304526749,0.4536252617835998,low_morgan_lt_0.25,0.25,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,10.0,0.25,874.0,673.0,275.0,0.1481681034482758,47.09051724137931,5.169336384439359,0.3458583652973175,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,10.0,0.25,520.0,380.0,223.0,0.1201508620689655,28.017241379310345,5.107692307692307,0.3697762936353683,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,10.0,0.25,456.0,343.0,216.0,0.1163793103448275,24.56896551724138,5.418859649122807,0.3411141335964203,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,10.0,0.25,517.0,339.0,228.0,0.1228448275862068,27.85560344827586,5.009671179883946,0.3737472891807556,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,10.0,0.25,409.0,303.0,211.0,0.1136853448275862,22.036637931034484,5.190709046454768,0.3402669727802276,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,10.0,0.25,435.0,293.0,203.0,0.109375,23.4375,5.287356321839081,0.3523308336734772,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,10.0,0.25,154.0,153.0,121.0,0.0651939655172413,8.297413793103448,5.4480519480519485,0.326863095164299,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,50.0,0.25,3315.0,2442.0,378.0,0.2036637931034483,35.72198275862068,22.95143288084465,0.3354867398738861,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,50.0,0.25,1849.0,1274.0,354.0,0.1907327586206896,19.92456896551724,23.00703082747431,0.3356512486934662,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,50.0,0.25,1726.0,1231.0,361.0,0.1945043103448276,18.599137931034484,23.484356894553883,0.3264010995626449,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,50.0,0.25,1683.0,1050.0,359.0,0.193426724137931,18.135775862068964,21.548425430778373,0.3468059599399566,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,50.0,0.25,1774.0,1206.0,356.0,0.1918103448275862,19.11637931034483,24.31285231116122,0.3295967131853103,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,50.0,0.25,1652.0,1071.0,346.0,0.1864224137931034,17.801724137931036,22.91525423728813,0.3364954143762588,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,50.0,0.25,704.0,698.0,269.0,0.1449353448275862,7.586206896551724,25.322443181818183,0.3099656701087951,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,100.0,0.25,5894.0,4147.0,429.0,0.2311422413793103,31.75646551724138,45.50984051577876,0.3297317326068878,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,100.0,0.25,3173.0,2101.0,413.0,0.2225215517241379,17.095905172413794,45.12165143397416,0.3267850875854492,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,100.0,0.25,3112.0,2104.0,422.0,0.2273706896551724,16.767241379310345,46.47043701799486,0.3211617469787597,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,100.0,0.25,2781.0,1686.0,412.0,0.2219827586206896,14.983836206896552,42.25782092772384,0.3340159356594085,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,100.0,0.25,3261.0,2164.0,424.0,0.2284482758620689,17.570043103448274,47.43636921189819,0.3247858583927154,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,100.0,0.25,3058.0,2012.0,398.0,0.2144396551724137,16.476293103448278,46.7619359058208,0.3283906131982803,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.25,1425.0,1388.0,357.0,0.1923491379310344,7.677801724137931,50.99508771929825,0.3094954490661621,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,10.0,0.3,610.0,457.0,230.0,0.1239224137931034,32.866379310344826,5.073770491803279,0.3959401398897171,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,10.0,0.3,376.0,270.0,185.0,0.099676724137931,20.25862068965517,4.962765957446808,0.4123765826225281,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,10.0,0.3,299.0,226.0,151.0,0.0813577586206896,16.10991379310345,5.411371237458194,0.4058795571327209,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,10.0,0.3,389.0,250.0,186.0,0.1002155172413793,20.95905172413793,4.861182519280206,0.4158868789672851,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,10.0,0.3,273.0,196.0,161.0,0.0867456896551724,14.70905172413793,4.882783882783883,0.3893680870532989,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,10.0,0.3,311.0,209.0,159.0,0.0856681034482758,16.75646551724138,5.295819935691318,0.3943915069103241,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,10.0,0.3,93.0,93.0,74.0,0.0398706896551724,5.010775862068965,5.451612903225806,0.3765481412410736,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,50.0,0.3,2223.0,1631.0,297.0,0.1600215517241379,23.954741379310345,22.687359424201528,0.3781450092792511,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,50.0,0.3,1242.0,846.0,280.0,0.1508620689655172,13.383620689655173,22.3317230273752,0.3857083916664123,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,50.0,0.3,1067.0,766.0,272.0,0.146551724137931,11.497844827586206,22.92127460168697,0.3811922371387481,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,50.0,0.3,1166.0,709.0,288.0,0.1551724137931034,12.564655172413792,20.57032590051458,0.3965229988098144,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,50.0,0.3,1152.0,770.0,278.0,0.1497844827586207,12.413793103448276,24.03732638888889,0.3736353814601898,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,50.0,0.3,1100.0,698.0,263.0,0.1417025862068965,11.853448275862068,22.112727272727277,0.3848733752965927,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,50.0,0.3,399.0,396.0,187.0,0.1007543103448275,4.299568965517241,24.43107769423559,0.3593519628047943,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,100.0,0.3,3826.0,2682.0,322.0,0.1734913793103448,20.61422413793104,44.31677992681652,0.3738596737384796,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
