method,num_queries,topk,corr_threshold,directed_hits,unique_pair_hits,queries_with_hit,query_hit_rate,hit_yield_per_1000_ranked,mean_hit_rank,median_hit_corr,setting,low_tanimoto,section,query_idx,CGP-Align,RDKit2D,cgp_better,same,n_query,num_candidates,random_expected_corr,mean_functional_neighbor_rank_percentile,best_functional_neighbor_rank_percentile,top10_corr,top10_poscorr,ndcg10,retention10,functional_top10_in_top10_rate,oracle_top10_corr,top50_corr,top50_poscorr,ndcg50,retention50,functional_top10_in_top50_rate,oracle_top50_corr,top100_corr,top100_poscorr,ndcg100,retention100,functional_top10_in_top100_rate,oracle_top100_corr,num_pairs,mean_prism_response_corr,median_shared_top50_genes,mean_shared_top50_genes,mean_shared_gene_jaccard,mean_shared_gene_neglog10p,fraction_with_category_hit,mean_unique_categories,fraction_with_known_target_hit,retrieved_idx,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20,morgan_tanimoto,query_inchikey,retrieved_inchikey
Morgan,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4446057336420786,0.0688577004984562,0.0581181452108046,0.0661349656713974,0.2560095032848274,0.0864537091413427,0.0350215517241379,0.2410040456568822,0.0444083379117995,0.053462141721371,0.2667355032499556,0.0536167448063601,0.0791487068965517,0.1931161336180882,0.0408768288563989,0.0501661046354302,0.283186636493891,0.0451373014784406,0.1161637931034482,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4365025352918201,0.0713810772607223,0.0547748310100592,0.0628756097817817,0.2480520929476641,0.0764474666903072,0.027478448275862,0.2410040456568822,0.0459032192480109,0.0545094398514179,0.2674251911177668,0.0604475211559898,0.0698275862068965,0.1931161336180882,0.0436776029152202,0.0524920261400809,0.2883897632160432,0.0589768939192543,0.1136853448275862,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4459210107223896,0.0757175770933303,0.0549847884394142,0.0630996813462933,0.2468848719552795,0.0770067029006137,0.0293103448275862,0.2410040456568822,0.0444287481543623,0.0534085848675288,0.263481618056295,0.0526314490371767,0.0701508620689655,0.1931161336180882,0.0419095141753866,0.0510867117321239,0.2825889153097308,0.0478122453063492,0.1064655172413793,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,,,,,,,,,,all_candidates,,figure6_panel_d_pancancer_source,,,,,,,1855.0,0.0329347012756314,0.4977842351579065,0.0899089922069709,0.0334109749795052,0.0434973929876473,0.1829462109299475,0.0033466007861434,0.0049030172413793,0.2410040456568822,0.0331770948848651,0.0432573930042495,0.2172569755927087,0.0010573182574507,0.0273168103448275,0.1931161336180882,0.0331340066171257,0.0431861093785459,0.2420116470311059,0.0012987766298311,0.0543103448275862,0.1701811382919951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4083288159114305,0.0722270380364594,0.0541639464678894,0.0621510101945235,0.2445994751053397,0.079220037643446,0.0200969827586206,0.227878924157342,0.0507002533579927,0.0588866442777147,0.2849362877734636,0.0890797504447755,0.0778556034482758,0.1835909809136024,0.048366113609112,0.0567225135588581,0.3117922114549735,0.0922272578370551,0.135614224137931,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4472147238767257,0.079941688277884,0.0396602177979787,0.0485081448047701,0.2092334381949011,0.0353283403927965,0.0101293103448275,0.227878924157342,0.0384717343471083,0.0477615061384654,0.2460085184097696,0.0350749471341338,0.0461206896551724,0.1835909809136024,0.0381515922615993,0.0474640548755482,0.27338630208739,0.0381832500339675,0.090301724137931,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4465785191120663,0.0808975966204083,0.041589534994013,0.050637461269009,0.2127009568764006,0.0357940007203561,0.0128771551724137,0.227878924157342,0.0396348796816772,0.0488341056595277,0.2488490728949045,0.0375555794646936,0.0516702586206896,0.1835909809136024,0.0388470759712532,0.0480737688358882,0.2751532292337875,0.0391926496696149,0.0927801724137931,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4725009526602595,0.0813747095119332,0.0357915826425746,0.0454909074883784,0.1950661610631153,0.0141728884272808,0.0074353448275862,0.227878924157342,0.0352135395147947,0.0449479753742644,0.2325792166832585,0.0162322167531419,0.0391163793103448,0.1835909809136024,0.0351500873761911,0.0449227785656135,0.2602937569528213,0.0190544221390807,0.0786099137931034,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.454673561904293,0.0802133397729652,0.040077987436191,0.0489702913493499,0.2058385520945537,0.0307323407728731,0.010290948275862,0.227878924157342,0.0397934427495783,0.0489171113879918,0.2470376837914952,0.0385219863084142,0.0488685344827586,0.1835909809136024,0.0392230496635411,0.0484531715059554,0.2748089615925461,0.0411963998713974,0.0939116379310344,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4617963302871301,0.0816405632466244,0.0384918641815997,0.0478426384900072,0.2028497634925642,0.0238409758736397,0.0100754310344827,0.227878924157342,0.0376029169597975,0.0471374957863118,0.2404057847004763,0.0263924895608496,0.0420797413793103,0.1835909809136024,0.0376135601606622,0.0471170694188295,0.2685613776370509,0.0309516752177188,0.0863685344827586,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,,,,,,,,,,low_morgan_lt_0.15,,figure6_panel_d_pancancer_source,,,,,,,1604.157327586207,0.0321966285025406,0.4997258141957414,0.0918672990533326,0.0326512225079096,0.0426231527617947,0.1854833129694746,0.0011760927307162,0.0067349137931034,0.227878924157342,0.0321697270456497,0.0422269084737032,0.2210784624454499,-0.000480797734006,0.0319504310344827,0.1835909809136024,0.0322854313695454,0.0423401770194977,0.2478038171660174,0.0004171228504368,0.0610991379310344,0.1615413198862947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4055426767119869,0.070786176309698,0.0557595250116628,0.0637839238308199,0.2449537651679703,0.0805913207862959,0.01875,0.2340920058926086,0.0522365087141563,0.0603607271797616,0.282759453303845,0.0899610316448393,0.0748922413793103,0.1889669139103578,0.0501144605096911,0.0583813717419358,0.3089184905543105,0.0946328857428895,0.1301724137931034,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4415956985156898,0.077071434476043,0.0421312969233499,0.0509168992960296,0.2136606756946524,0.0411834302885275,0.0115840517241379,0.2340920058926086,0.0406306342544966,0.0496362545578047,0.2480744159120409,0.0426133518626171,0.0494073275862069,0.1889669139103578,0.0396955588571086,0.0489056069785466,0.2725586025003594,0.0423067954707967,0.0908405172413793,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4422837063181587,0.0782264818890115,0.0436383464939283,0.0525477733011134,0.2141809704974876,0.0414466081505535,0.0132543103448275,0.2340920058926086,0.0414734425555719,0.0505138723922093,0.2490395985043714,0.0429438495807494,0.0513469827586206,0.1889669139103578,0.040359732323401,0.0494595364309281,0.2736806375048978,0.0441190151235773,0.0914331896551724,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4636777619827707,0.0774056297956628,0.0388377911935662,0.0482854405995655,0.2014175533093124,0.0247116999417879,0.010614224137931,0.2340920058926086,0.0370686799176171,0.046734075928089,0.2353241539250419,0.0229974188000252,0.0420797413793103,0.1889669139103578,0.036788021355232,0.0463980295535424,0.2607810179270445,0.0255724555671655,0.0794181034482758,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4491523744684325,0.0781152638581824,0.0426133441580648,0.0515382765770752,0.211249695528096,0.0378727766351598,0.0112607758620689,0.2340920058926086,0.0413457323239525,0.0502912542698412,0.2474763743560886,0.0426799209077286,0.0472521551724137,0.1889669139103578,0.0406084507256654,0.0496968708297988,0.2733580873689111,0.0450248837389829,0.0887931034482758,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4583471676278797,0.0810348750243787,0.0397327843968232,0.0489212957472357,0.2019588143127939,0.0267869043533149,0.0105064655172413,0.2340920058926086,0.0391523639236244,0.0484537260749619,0.2395272167823364,0.031230439452905,0.0436422413793103,0.1889669139103578,0.0387262056261353,0.0481516900213329,0.2656339574692253,0.0334432046886495,0.0807112068965517,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,,,,,,,,,,low_morgan_lt_0.20,,figure6_panel_d_pancancer_source,,,,,,,1797.719827586207,0.0326049701660708,0.4999425712173029,0.0917614732061894,0.0320206503619453,0.0422450503644681,0.1820839623215825,-0.0015076355984026,0.0052801724137931,0.2340920058926086,0.0323527406389683,0.0425579144313206,0.217563763315217,-0.0009460555893877,0.0277478448275862,0.1889669139103578,0.0324458828527933,0.0425737600723337,0.2423998130048192,-0.0008380461042235,0.0539870689655172,0.1670218144034052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4028554743539711,0.0699081015039439,0.0576272560486781,0.0655675084850707,0.2483144689117311,0.0851801692681515,0.0211745689655172,0.2365727712026925,0.0531331753947372,0.0612321391844333,0.2839573752090638,0.0916512095391693,0.0774245689655172,0.1906644053564503,0.0509777690800827,0.0592178338616611,0.3098857571947427,0.0966656099138015,0.1325431034482758,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4371289293762271,0.0752504894934079,0.0457285182380449,0.054152279198565,0.221877765003219,0.0531612833570198,0.0143318965517241,0.2365727712026925,0.04236677579447,0.0512192976637775,0.2530963550769133,0.0490505586456736,0.0557650862068965,0.1906644053564503,0.0408686678991597,0.0499750295772867,0.2763464452890675,0.0475940117073303,0.0980603448275862,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4395594766579074,0.0779585874424737,0.0451282339311392,0.0538936809812238,0.2170932701890058,0.0458980040359724,0.0141163793103448,0.2365727712026925,0.0423917913827384,0.0513262780813203,0.250778473820466,0.0461275251312079,0.0522629310344827,0.1906644053564503,0.0411813050001346,0.050233222032284,0.2753861167636819,0.0474785318861338,0.0948275862068965,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4565979655667962,0.0739084391679581,0.0425140468697195,0.0514619002233024,0.2093472975125474,0.0357976451579294,0.0135237068965517,0.2365727712026925,0.0393763953293304,0.0488203139935114,0.2419411962434396,0.0325003960820042,0.0530711206896551,0.1906644053564503,0.038110178237063,0.0476224135373903,0.2653806241261546,0.0317304276035204,0.0897090517241379,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4454232299963511,0.0771908282877937,0.0441028604606067,0.0526702446403021,0.2136220429794413,0.0427222708421851,0.0112607758620689,0.2365727712026925,0.0421692103285932,0.0510554814079996,0.2489552774248438,0.0450436143759075,0.0495150862068965,0.1906644053564503,0.0414048764118148,0.0504034273827761,0.2746688213990143,0.0481249801032649,0.0915948275862068,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.4548043149685322,0.0795975411537476,0.0425906374937148,0.0514729340323856,0.210530125653172,0.037182257976196,0.0129310344827586,0.2365727712026925,0.0403078739262202,0.049556069846383,0.2439056467608808,0.0356646663674318,0.0492995689655172,0.1906644053564503,0.0396065110683023,0.0489465770463387,0.2685786485472904,0.0369525398732582,0.0856681034482758,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,,,,,,,,,,low_morgan_lt_0.25,,figure6_panel_d_pancancer_source,,,,,,,1839.28125,0.0327565655843649,0.5010499624003422,0.0889898791623809,0.032144647109522,0.0424502957521251,0.1806431859079975,-0.0021030395846997,0.0053340517241379,0.2365727712026925,0.0327409258968367,0.0428658459463245,0.2164516871289352,-0.000647358666843,0.0275862068965517,0.1906644053564503,0.0327915998243106,0.0428677968114241,0.2414706545270573,-0.0001389232312417,0.0560344827586206,0.1685071678441379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4008063055201339,0.0690649579224101,0.0592059378045028,0.0671081359568968,0.2523449718214008,0.0894745656479891,0.0235991379310344,0.238129631714526,0.0537339381243553,0.0618386570315941,0.2859175948422935,0.0930138235203199,0.0810344827586206,0.1916194313622465,0.0515502185748706,0.0597679363772678,0.3116794210149736,0.0985033228477418,0.1365301724137931,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4337627887807051,0.0729027288466489,0.0494441490159274,0.0575807497273683,0.2307180362551448,0.0641819026101965,0.0209590517241379,0.238129631714526,0.0439042002956275,0.0526260439773341,0.2587075003973157,0.0551136175852455,0.0640625,0.1916194313622465,0.0417446787896773,0.0507657111906159,0.2804934167878574,0.0518131053805285,0.1068965517241379,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4369377059948062,0.0762577751334658,0.0469298772713353,0.0556560269823902,0.2225862755880554,0.0518661038565593,0.0165948275862069,0.238129631714526,0.0433150386421989,0.0521670482723197,0.2539807912919446,0.0499222119761829,0.0570581896551724,0.1916194313622465,0.0418113543488032,0.0508085113338492,0.2778149724230023,0.0503341523448947,0.1003232758620689,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4519383551500297,0.0719591346616483,0.0462564470931114,0.0551293722438894,0.2189500117184933,0.0459424362647396,0.0202586206896551,0.238129631714526,0.040904425442144,0.0502022989203673,0.2480784109395791,0.0384278305820867,0.0620150862068965,0.1916194313622465,0.0391043611781431,0.0485172711021204,0.2702625554726546,0.036471145645334,0.0995689655172413,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4424312378372831,0.0749322049108615,0.0459308768799761,0.0543738514589283,0.2194723225347653,0.0489916267111243,0.0142241379310344,0.238129631714526,0.0431959450969305,0.0519804601089931,0.2525499913098877,0.0490677464981059,0.0552801724137931,0.1916194313622465,0.0421112513948329,0.0510264797129836,0.2774097225116689,0.0513625026631919,0.0977370689655172,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.4518765665789244,0.0785692823910445,0.0455059564610487,0.0541070080750661,0.217424832450748,0.0472963427600957,0.016540948275862,0.238129631714526,0.0414204143713785,0.0506092731567057,0.2477487086562125,0.0399369371902115,0.0555495689655172,0.1916194313622465,0.0403083725294767,0.0495953275447956,0.2713935365967094,0.0400469563106253,0.0919181034482758,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,,,,,,,,,,low_morgan_lt_0.30,,figure6_panel_d_pancancer_source,,,,,,,1849.0366379310344,0.0328277766010536,0.5010180790113266,0.0917052621760688,0.0334616903126747,0.0433753709514382,0.1837159156960409,0.0022431261721545,0.0055495689655172,0.238129631714526,0.0327128052794912,0.0428266182812948,0.216909335781763,-0.0008074225616639,0.027478448275862,0.1916194313622465,0.0326830385406296,0.0427586147297151,0.2411705414953795,-0.0010516875322227,0.0533405172413793,0.1691959297298133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.0,0.3909413611617768,21.0,20.30117160578911,0.2701734346894432,34.457105072866334,0.8993797381116472,2.2184700206753964,0.2129565816678153,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0,0.3877795130203041,19.0,17.962025316455698,0.2383583359027596,30.3100398886491,0.7737341772151899,1.835443037974684,0.2246835443037974,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,0.3902246750495284,18.0,16.648953301127214,0.2183120227037372,27.59728700789757,0.7632850241545893,1.7214170692431563,0.2318840579710145,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,0.3853705507674406,17.0,16.04185022026432,0.2119279093396004,26.809288749646843,0.7224669603524229,1.5991189427312775,0.2180616740088105,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0,0.3814062752592282,19.0,17.404724409448818,0.2307172718363821,29.330338687080243,0.752755905511811,1.7133858267716535,0.2078740157480315,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,0.3853582935658562,15.0,14.894075403949731,0.1958956970940864,24.673240689887155,0.696588868940754,1.4991023339317773,0.2531418312387791,,,,,,,,,,,,,,,,,,,,,,,,
Random,,,,,,,,,,,,,figure6_panel_e_gene_mechanism_summary_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,0.3794255529552005,6.0,9.30232558139535,0.1152458116183744,13.840698492222822,0.5319767441860465,1.0290697674418603,0.188953488372093,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,1226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,1.0,0.9149529337882996,0.488023579120636,50.0,39.0,0.639344262295082,3.1406836684539944e-84,83.5029758037999,9.0,4.0,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:2; MAPK/RTK:2; PI3K/AKT/mTOR:1,BIIB021,R547,HSP inhibitor,CDK inhibitor,"CDK1, CDK2, CDK4, CDK7",HSP90AA1,,,CHN2;TRRAP;RUNX3;WRN;AFF3;DDX56;CDC25A;PI4KA;REV3L;FARP2;MAP3K2;RUNX2;CISH;SOCS2;POLQ;PIK3R3;ARHGEF26;MED14;BMPR2;AFF1,0.1170212775468826,QULDDKSCVCJTPV-UHFFFAOYSA-N,JRNJNYBQQYBCLE-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,1.0,0.9301108121871948,0.3436382412910461,50.0,37.0,0.5873015873015873,1.0417436633733311e-77,76.9822391325509,5.0,5.0,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,TG-101209,foretinib,JAK inhibitor,VEGFR inhibitor,"FLT1, FLT4, KDR, MET","JAK2, JAK3",,,CHN2;RUNX3;SYT11;REV3L;MED14;TAGAP;RUNX2;MDM2;POLQ;RUNX1;SOCS6;SOCS2;SYT12;WRN;PI4KA;SOCS3;KMT2C;STAG1;NSD1;AFF3,0.1008403375744819,JVDOKQYTTYUYDV-UHFFFAOYSA-N,CXQHYVUVSFXTMY-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.0,1.0,0.9178300499916076,0.3406980037689209,50.0,37.0,0.5873015873015873,1.0417436633733311e-77,76.9822391325509,5.0,3.0,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; DNA damage/repair:1,CYC116,PI-103,Aurora kinase inhibitor,"mTOR inhibitor, PI3K inhibitor","AURKA, AURKB, KDR","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",MTOR,MTOR,AFF1;REV3L;AFF3;RUNX3;SOCS3;RUNX2;CHN2;MED14;RUNX1;CISH;PI4KA;WRN;CDC25A;POLQ;DDX56;WWTR1;VGLL4;MED15;EP300;ZFP36,0.1764705926179886,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,TUVCWJQQGGETHL-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,1238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,1.0,0.913250744342804,0.5678496956825256,50.0,35.0,0.5384615384615384,1.712975643552738e-71,70.76624881213422,3.0,2.0,Cell cycle/mitosis:2; Epigenetic/chromatin:1,barasertib-HQPA,tozasertib,Aurora kinase inhibitor,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","AURKA, AURKB, AURKC, LCK",AURKB,,,PI4KA;WRN;CHN2;REV3L;SYT11;HS1BP3;SOCS6;SOCS2;MDM2;AFF3;FBXO5;RUNX2;SYT4;RUNX3;NSD1;MED14;POLQ;GRB7;TRIP10;TRRAP,0.1551724076271057,QYZOGCMHVIGURT-UHFFFAOYSA-N,GCIKSSRWRFVXBI-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,1.0,0.8766198754310608,0.3525229096412658,50.0,34.0,0.5151515151515151,1.7276785145474666e-68,67.76253706761372,6.0,4.0,Cell cycle/mitosis:3; DNA damage/repair:1; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1,crystal-violet,CUDC-907,other antibiotic,PI3K inhibitor,"HDAC2, PIK3R1",,,,DDX56;CHN2;PRPF8;REV3L;ARHGEF26;TRRAP;NFKBIE;MDM2;TFDP2;MED14;CCNA1;E2F5;SOCS6;CDC25A;FBXO5;BRCA2;MED13;TFDP1;UBTF;POLQ,0.0930232554674148,LGLFFNDHMLKUMI-UHFFFAOYSA-N,JOWXJLIFIIOYMS-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.0,1.0,0.8956054449081421,0.3690782785415649,50.0,33.0,0.4925373134328358,1.4992566019752978e-65,64.82412403007055,8.0,5.0,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:2; DNA damage/repair:1; MAPK/RTK:1,CCT129202,PHA-848125,Aurora kinase inhibitor,"CDK inhibitor, growth factor receptor inhibitor","AURKA, AURKB, AURKC","CDK2, CDK4, CDK7, NTRK1",,,CHN2;SYT11;REV3L;WRN;TAGAP;POLQ;PIK3R3;DDX56;MED14;MDM2;SYT4;RACGAP1;ARHGEF16;PI4KA;ARHGEF26;CDC25A;FBXO5;BRCA2;RUNX3;SYT12,0.1775700896978378,QYKHWEFPFAGNEV-UHFFFAOYSA-N,RXZMYLDMFYNEIM-UHFFFAOYSA-N
CGP-Align,,,,,,,,,,,,,figure6_panel_f_mechanism_cases_source,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,1.0,0.9073762893676758,0.5797893404960632,50.0,32.0,0.4705882352941176,1.1262266741723024e-62,61.9483741908037,3.0,2.0,Cell cycle/mitosis:2; Epigenetic/chromatin:1,BX-912,tozasertib,pyruvate dehydrogenase kinase inhibitor,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1","AURKA, AURKB, AURKC, LCK",PDPK1,,WRN;PI4KA;REV3L;SOCS2;CHN2;SYT11;RUNX3;RUNX2;CISH;MED14;AFF3;CDC25A;MDM2;SOCS6;POLQ;TRRAP;DDX56;GRB7;RUNX1;USP24,0.1923076957464218,DMMILYKXNCVKOJ-UHFFFAOYSA-N,GCIKSSRWRFVXBI-UHFFFAOYSA-N
