method,pair_a,pair_b,mechanism_category,shared_gene_count,pair_shared_genes
CGP-Align,367,1420,MAPK/RTK,1,22
CGP-Align,367,1420,Nuclear receptor/xenobiotic,1,22
CGP-Align,636,881,PI3K/AKT/mTOR,2,26
CGP-Align,636,881,Cell cycle/mitosis,1,26
CGP-Align,105,1236,Cell cycle/mitosis,2,31
CGP-Align,105,1236,Nuclear receptor/xenobiotic,2,31
CGP-Align,105,1236,DNA damage/repair,1,31
CGP-Align,105,1236,MAPK/RTK,1,31
CGP-Align,105,1236,PI3K/AKT/mTOR,1,31
CGP-Align,436,529,Cell cycle/mitosis,2,26
CGP-Align,436,529,PI3K/AKT/mTOR,1,26
CGP-Align,355,1713,DNA damage/repair,1,2
CGP-Align,1074,1428,Cell cycle/mitosis,1,8
CGP-Align,613,1382,Cell cycle/mitosis,1,11
CGP-Align,613,1382,Nuclear receptor/xenobiotic,1,11
CGP-Align,898,1001,Lipid/transport state,1,12
CGP-Align,898,1001,Nuclear receptor/xenobiotic,1,12
CGP-Align,841,1189,Cell cycle/mitosis,4,30
CGP-Align,841,1189,MAPK/RTK,1,30
CGP-Align,841,1189,Nuclear receptor/xenobiotic,1,30
CGP-Align,841,1189,PI3K/AKT/mTOR,1,30
CGP-Align,51,570,Cell cycle/mitosis,1,26
CGP-Align,976,1095,Cell cycle/mitosis,2,23
CGP-Align,976,1095,MAPK/RTK,1,23
CGP-Align,976,1095,Nuclear receptor/xenobiotic,1,23
CGP-Align,976,1095,PI3K/AKT/mTOR,1,23
CGP-Align,543,1119,DNA damage/repair,1,7
CGP-Align,387,396,Cell cycle/mitosis,1,32
CGP-Align,387,396,MAPK/RTK,1,32
CGP-Align,1069,1854,DNA damage/repair,1,9
CGP-Align,283,1692,Cell cycle/mitosis,2,21
CGP-Align,283,1692,DNA damage/repair,1,21
CGP-Align,283,1692,Epigenetic/chromatin,1,21
CGP-Align,283,1692,Microtubule,1,21
CGP-Align,283,1692,PI3K/AKT/mTOR,1,21
CGP-Align,309,1739,Cell cycle/mitosis,1,25
CGP-Align,1189,1236,Nuclear receptor/xenobiotic,2,31
CGP-Align,1189,1236,Cell cycle/mitosis,1,31
CGP-Align,1189,1236,PI3K/AKT/mTOR,1,31
CGP-Align,1112,1489,Proteostasis,1,20
CGP-Align,958,1585,Cell cycle/mitosis,2,32
CGP-Align,958,1585,MAPK/RTK,2,32
CGP-Align,958,1585,Nuclear receptor/xenobiotic,1,32
CGP-Align,528,1238,Cell cycle/mitosis,2,27
CGP-Align,1437,1670,Lipid/transport state,1,24
CGP-Align,1437,1670,MAPK/RTK,1,24
CGP-Align,1437,1670,Nuclear receptor/xenobiotic,1,24
CGP-Align,570,1460,Cell cycle/mitosis,1,9
CGP-Align,570,1763,Cell cycle/mitosis,1,24
CGP-Align,570,1763,Proteostasis,1,24
CGP-Align,817,1011,Cell cycle/mitosis,2,31
CGP-Align,817,1011,Lipid/transport state,1,31
CGP-Align,817,1011,PI3K/AKT/mTOR,1,31
CGP-Align,420,499,Microtubule,1,3
CGP-Align,379,881,MAPK/RTK,1,20
CGP-Align,1043,1220,Lipid/transport state,1,22
CGP-Align,1043,1220,PI3K/AKT/mTOR,1,22
CGP-Align,232,1235,Nuclear receptor/xenobiotic,1,17
CGP-Align,232,1235,PI3K/AKT/mTOR,1,17
CGP-Align,120,816,Cell cycle/mitosis,1,22
CGP-Align,120,816,Epigenetic/chromatin,1,22
CGP-Align,120,816,Nuclear receptor/xenobiotic,1,22
CGP-Align,1081,1226,Nuclear receptor/xenobiotic,3,22
CGP-Align,1081,1226,Cell cycle/mitosis,1,22
CGP-Align,51,681,Cell cycle/mitosis,1,28
CGP-Align,33,881,Cell cycle/mitosis,2,32
CGP-Align,33,881,PI3K/AKT/mTOR,2,32
CGP-Align,33,881,MAPK/RTK,1,32
CGP-Align,13,1269,PI3K/AKT/mTOR,2,22
CGP-Align,13,1269,Cell cycle/mitosis,1,22
CGP-Align,1069,1828,DNA damage/repair,1,15
CGP-Align,1069,1828,MAPK/RTK,1,15
CGP-Align,83,1076,DNA damage/repair,1,7
CGP-Align,1095,1697,Cell cycle/mitosis,2,16
CGP-Align,1095,1697,Lipid/transport state,1,16
CGP-Align,1095,1697,PI3K/AKT/mTOR,1,16
CGP-Align,543,958,DNA damage/repair,1,11
CGP-Align,543,958,Microtubule,1,11
CGP-Align,1069,1339,DNA damage/repair,1,8
CGP-Align,1189,1220,Cell cycle/mitosis,1,30
CGP-Align,1189,1220,PI3K/AKT/mTOR,1,30
CGP-Align,681,1584,MAPK/RTK,2,22
CGP-Align,681,1584,DNA damage/repair,1,22
CGP-Align,681,1584,PI3K/AKT/mTOR,1,22
CGP-Align,0,817,Cell cycle/mitosis,1,34
CGP-Align,0,817,DNA damage/repair,1,34
CGP-Align,0,817,Lipid/transport state,1,34
CGP-Align,0,817,PI3K/AKT/mTOR,1,34
CGP-Align,685,1486,Nuclear receptor/xenobiotic,3,25
CGP-Align,685,1486,Cell cycle/mitosis,2,25
CGP-Align,685,1486,PI3K/AKT/mTOR,1,25
CGP-Align,1011,1486,Cell cycle/mitosis,3,31
CGP-Align,1011,1486,PI3K/AKT/mTOR,2,31
CGP-Align,1011,1486,MAPK/RTK,1,31
CGP-Align,1011,1486,Nuclear receptor/xenobiotic,1,31
CGP-Align,570,1238,Cell cycle/mitosis,2,33
CGP-Align,570,1238,Epigenetic/chromatin,1,33
CGP-Align,570,1238,Proteostasis,1,33
CGP-Align,787,1527,Cell cycle/mitosis,2,32
CGP-Align,787,1527,PI3K/AKT/mTOR,1,32
CGP-Align,534,681,Cell cycle/mitosis,1,10
CGP-Align,534,681,Nuclear receptor/xenobiotic,1,10
CGP-Align,958,1226,Cell cycle/mitosis,2,32
CGP-Align,958,1226,MAPK/RTK,2,32
CGP-Align,958,1226,Nuclear receptor/xenobiotic,2,32
CGP-Align,1339,1460,Cell cycle/mitosis,1,12
CGP-Align,1186,1486,Cell cycle/mitosis,3,30
CGP-Align,1186,1486,Nuclear receptor/xenobiotic,3,30
CGP-Align,1186,1486,MAPK/RTK,1,30
CGP-Align,1186,1486,PI3K/AKT/mTOR,1,30
CGP-Align,1214,1236,Nuclear receptor/xenobiotic,2,21
CGP-Align,1214,1236,MAPK/RTK,1,21
CGP-Align,1382,1763,Cell cycle/mitosis,2,25
CGP-Align,33,1389,Cell cycle/mitosis,3,24
CGP-Align,33,1389,Epigenetic/chromatin,1,24
CGP-Align,33,1389,MAPK/RTK,1,24
CGP-Align,33,1389,Microtubule,1,24
CGP-Align,33,1389,PI3K/AKT/mTOR,1,24
CGP-Align,470,1236,Nuclear receptor/xenobiotic,2,14
CGP-Align,470,1236,DNA damage/repair,1,14
CGP-Align,529,1189,Cell cycle/mitosis,2,30
CGP-Align,529,1189,Nuclear receptor/xenobiotic,1,30
CGP-Align,529,1189,PI3K/AKT/mTOR,1,30
CGP-Align,309,942,Cell cycle/mitosis,2,23
CGP-Align,309,942,Nuclear receptor/xenobiotic,1,23
CGP-Align,450,1486,Cell cycle/mitosis,3,26
CGP-Align,450,1486,PI3K/AKT/mTOR,2,26
CGP-Align,450,1486,DNA damage/repair,1,26
CGP-Align,450,1486,Nuclear receptor/xenobiotic,1,26
CGP-Align,178,698,Lipid/transport state,1,20
CGP-Align,570,1214,Nuclear receptor/xenobiotic,1,18
CGP-Align,1054,1079,Cell cycle/mitosis,1,27
CGP-Align,1054,1079,PI3K/AKT/mTOR,1,27
CGP-Align,816,1428,Cell cycle/mitosis,1,6
CGP-Align,116,1060,DNA damage/repair,2,17
CGP-Align,116,1060,Microtubule,1,17
CGP-Align,116,1060,Nuclear receptor/xenobiotic,1,17
CGP-Align,1169,1339,DNA damage/repair,2,14
CGP-Align,1169,1339,Cell cycle/mitosis,1,14
CGP-Align,1431,1596,Nuclear receptor/xenobiotic,2,24
CGP-Align,1431,1596,Cell cycle/mitosis,1,24
CGP-Align,1431,1596,Lipid/transport state,1,24
CGP-Align,965,1119,DNA damage/repair,1,12
CGP-Align,398,636,DNA damage/repair,2,22
CGP-Align,398,636,Cell cycle/mitosis,1,22
CGP-Align,398,636,PI3K/AKT/mTOR,1,22
CGP-Align,525,1341,Cell cycle/mitosis,1,31
CGP-Align,525,1341,DNA damage/repair,1,31
CGP-Align,525,1341,Lipid/transport state,1,31
CGP-Align,816,1074,Cell cycle/mitosis,2,19
CGP-Align,816,1074,Epigenetic/chromatin,2,19
CGP-Align,816,1074,Nuclear receptor/xenobiotic,1,19
CGP-Align,1394,1719,Nuclear receptor/xenobiotic,3,7
CGP-Align,232,1112,Nuclear receptor/xenobiotic,1,20
CGP-Align,1267,1333,Cell cycle/mitosis,1,33
CGP-Align,1267,1333,Lipid/transport state,1,33
CGP-Align,1267,1333,PI3K/AKT/mTOR,1,33
CGP-Align,1073,1787,Lipid/transport state,1,19
CGP-Align,1073,1787,MAPK/RTK,1,19
CGP-Align,1073,1787,PI3K/AKT/mTOR,1,19
CGP-Align,367,608,MAPK/RTK,1,22
CGP-Align,120,570,Cell cycle/mitosis,1,21
CGP-Align,350,1047,Nuclear receptor/xenobiotic,3,26
CGP-Align,350,1047,Cell cycle/mitosis,1,26
CGP-Align,350,1047,Lipid/transport state,1,26
CGP-Align,350,1047,MAPK/RTK,1,26
CGP-Align,698,812,Lipid/transport state,1,21
CGP-Align,698,812,Nuclear receptor/xenobiotic,1,21
CGP-Align,470,1226,Nuclear receptor/xenobiotic,1,11
CGP-Align,336,878,Cell cycle/mitosis,2,18
CGP-Align,336,878,Microtubule,1,18
CGP-Align,200,1707,Nuclear receptor/xenobiotic,3,29
CGP-Align,200,1707,Cell cycle/mitosis,1,29
CGP-Align,200,1707,DNA damage/repair,1,29
CGP-Align,200,1707,PI3K/AKT/mTOR,1,29
CGP-Align,673,794,DNA damage/repair,2,16
CGP-Align,673,794,Cell cycle/mitosis,1,16
CGP-Align,673,794,Nuclear receptor/xenobiotic,1,16
CGP-Align,673,794,PI3K/AKT/mTOR,1,16
CGP-Align,816,1839,Nuclear receptor/xenobiotic,1,6
CGP-Align,454,1196,Cell cycle/mitosis,2,31
CGP-Align,454,1196,PI3K/AKT/mTOR,2,31
CGP-Align,454,1196,MAPK/RTK,1,31
CGP-Align,309,1299,Cell cycle/mitosis,1,22
CGP-Align,309,1299,MAPK/RTK,1,22
CGP-Align,33,1486,Cell cycle/mitosis,3,29
CGP-Align,33,1486,PI3K/AKT/mTOR,2,29
CGP-Align,33,1486,MAPK/RTK,1,29
CGP-Align,33,1486,Nuclear receptor/xenobiotic,1,29
CGP-Align,688,1181,Cell cycle/mitosis,1,8
CGP-Align,334,1119,Cell cycle/mitosis,4,22
CGP-Align,334,1119,Nuclear receptor/xenobiotic,4,22
CGP-Align,334,1119,DNA damage/repair,1,22
CGP-Align,912,1128,Cell cycle/mitosis,1,13
CGP-Align,912,1128,Nuclear receptor/xenobiotic,1,13
CGP-Align,584,1161,Cell cycle/mitosis,2,8
CGP-Align,584,1161,PI3K/AKT/mTOR,1,8
CGP-Align,934,1341,Cell cycle/mitosis,1,29
CGP-Align,934,1341,Lipid/transport state,1,29
CGP-Align,934,1341,PI3K/AKT/mTOR,1,29
CGP-Align,1323,1338,Cell cycle/mitosis,2,21
CGP-Align,1323,1338,DNA damage/repair,1,21
CGP-Align,50,1553,Cell cycle/mitosis,1,7
CGP-Align,50,1553,Nuclear receptor/xenobiotic,1,7
CGP-Align,1428,1649,Cell cycle/mitosis,1,3
CGP-Align,99,1707,Cell cycle/mitosis,2,24
CGP-Align,99,1707,DNA damage/repair,1,24
CGP-Align,99,1707,MAPK/RTK,1,24
CGP-Align,99,1707,PI3K/AKT/mTOR,1,24
CGP-Align,94,1054,Cell cycle/mitosis,3,30
CGP-Align,94,1054,Lipid/transport state,1,30
CGP-Align,94,1054,PI3K/AKT/mTOR,1,30
CGP-Align,35,1189,Nuclear receptor/xenobiotic,2,25
CGP-Align,303,1267,PI3K/AKT/mTOR,1,24
CGP-Align,1323,1382,Cell cycle/mitosis,3,26
CGP-Align,1323,1382,DNA damage/repair,1,26
CGP-Align,534,958,Nuclear receptor/xenobiotic,1,14
CGP-Align,249,1670,Lipid/transport state,1,23
CGP-Align,249,1670,Nuclear receptor/xenobiotic,1,23
CGP-Align,641,976,Cell cycle/mitosis,2,30
CGP-Align,641,976,PI3K/AKT/mTOR,2,30
CGP-Align,641,976,MAPK/RTK,1,30
CGP-Align,641,976,Nuclear receptor/xenobiotic,1,30
CGP-Align,641,976,Proteostasis,1,30
CGP-Align,227,681,Cell cycle/mitosis,2,29
CGP-Align,227,681,PI3K/AKT/mTOR,2,29
CGP-Align,227,681,DNA damage/repair,1,29
CGP-Align,1060,1323,Nuclear receptor/xenobiotic,2,16
CGP-Align,1060,1323,DNA damage/repair,1,16
CGP-Align,94,817,Cell cycle/mitosis,2,30
CGP-Align,94,817,DNA damage/repair,1,30
CGP-Align,94,817,Lipid/transport state,1,30
CGP-Align,94,817,PI3K/AKT/mTOR,1,30
CGP-Align,13,94,Cell cycle/mitosis,2,29
CGP-Align,13,94,DNA damage/repair,1,29
CGP-Align,13,94,PI3K/AKT/mTOR,1,29
CGP-Align,976,1697,Cell cycle/mitosis,2,28
CGP-Align,976,1697,PI3K/AKT/mTOR,1,28
CGP-Align,300,1073,Cell cycle/mitosis,1,32
CGP-Align,300,1073,Lipid/transport state,1,32
CGP-Align,300,1073,MAPK/RTK,1,32
CGP-Align,87,608,Epigenetic/chromatin,1,20
CGP-Align,87,608,MAPK/RTK,1,20
CGP-Align,934,1437,Lipid/transport state,1,27
CGP-Align,389,958,Nuclear receptor/xenobiotic,2,27
CGP-Align,389,958,Cell cycle/mitosis,1,27
CGP-Align,1236,1637,Nuclear receptor/xenobiotic,2,22
CGP-Align,116,470,DNA damage/repair,2,16
CGP-Align,116,470,Microtubule,1,16
CGP-Align,116,470,Nuclear receptor/xenobiotic,1,16
CGP-Align,1220,1719,Cell cycle/mitosis,1,14
CGP-Align,1220,1719,MAPK/RTK,1,14
CGP-Align,1220,1719,Nuclear receptor/xenobiotic,1,14
CGP-Align,389,514,MAPK/RTK,1,18
CGP-Align,389,514,Nuclear receptor/xenobiotic,1,18
CGP-Align,529,1043,Nuclear receptor/xenobiotic,1,19
CGP-Align,976,1835,Cell cycle/mitosis,1,23
CGP-Align,976,1835,DNA damage/repair,1,23
CGP-Align,976,1835,Nuclear receptor/xenobiotic,1,23
CGP-Align,195,514,Cell cycle/mitosis,1,9
CGP-Align,195,514,DNA damage/repair,1,9
CGP-Align,195,514,Nuclear receptor/xenobiotic,1,9
CGP-Align,69,871,DNA damage/repair,1,9
CGP-Align,105,1238,Cell cycle/mitosis,1,27
CGP-Align,389,942,Nuclear receptor/xenobiotic,2,22
CGP-Align,35,1754,Nuclear receptor/xenobiotic,2,9
CGP-Align,232,1763,Cell cycle/mitosis,1,27
CGP-Align,232,1763,Lipid/transport state,1,27
CGP-Align,232,1763,MAPK/RTK,1,27
CGP-Align,232,1763,PI3K/AKT/mTOR,1,27
CGP-Align,232,685,Cell cycle/mitosis,2,26
CGP-Align,232,685,Nuclear receptor/xenobiotic,2,26
CGP-Align,232,685,PI3K/AKT/mTOR,1,26
CGP-Align,232,1585,Cell cycle/mitosis,1,26
CGP-Align,232,1585,MAPK/RTK,1,26
CGP-Align,232,1585,Nuclear receptor/xenobiotic,1,26
CGP-Align,232,1585,PI3K/AKT/mTOR,1,26
CGP-Align,817,1437,Lipid/transport state,1,27
CGP-Align,276,861,Epigenetic/chromatin,1,8
CGP-Align,276,861,Microtubule,1,8
CGP-Align,580,1719,Cell cycle/mitosis,1,3
CGP-Align,445,1067,Lipid/transport state,1,14
CGP-Align,445,1067,PI3K/AKT/mTOR,1,14
CGP-Align,33,309,Cell cycle/mitosis,1,24
CGP-Align,33,309,Epigenetic/chromatin,1,24
CGP-Align,33,309,MAPK/RTK,1,24
CGP-Align,389,794,Nuclear receptor/xenobiotic,2,13
CGP-Align,688,1428,Cell cycle/mitosis,1,3
CGP-Align,379,1080,Nuclear receptor/xenobiotic,3,23
CGP-Align,379,1080,DNA damage/repair,1,23
CGP-Align,379,1080,MAPK/RTK,1,23
CGP-Align,1241,1553,DNA damage/repair,1,10
CGP-Align,1241,1553,Nuclear receptor/xenobiotic,1,10
CGP-Align,1241,1553,Proteostasis,1,10
CGP-Align,303,672,Cell cycle/mitosis,1,34
CGP-Align,303,672,Epigenetic/chromatin,1,34
CGP-Align,303,672,MAPK/RTK,1,34
CGP-Align,303,672,Nuclear receptor/xenobiotic,1,34
CGP-Align,303,672,PI3K/AKT/mTOR,1,34
CGP-Align,681,1196,Cell cycle/mitosis,2,32
CGP-Align,681,1196,PI3K/AKT/mTOR,2,32
CGP-Align,681,1196,DNA damage/repair,1,32
CGP-Align,681,1196,MAPK/RTK,1,32
CGP-Align,681,1196,Nuclear receptor/xenobiotic,1,32
CGP-Align,385,1069,DNA damage/repair,1,10
CGP-Align,481,1269,PI3K/AKT/mTOR,2,21
CGP-Align,481,1269,Cell cycle/mitosis,1,21
CGP-Align,481,1269,DNA damage/repair,1,21
CGP-Align,481,1269,Microtubule,1,21
CGP-Align,387,1460,Cell cycle/mitosis,1,11
CGP-Align,794,1214,Nuclear receptor/xenobiotic,2,11
CGP-Align,13,881,Cell cycle/mitosis,2,31
CGP-Align,13,881,PI3K/AKT/mTOR,2,31
CGP-Align,314,334,Cell cycle/mitosis,1,5
CGP-Align,314,334,Nuclear receptor/xenobiotic,1,5
CGP-Align,570,1637,Cell cycle/mitosis,1,20
CGP-Align,514,1189,Cell cycle/mitosis,2,18
CGP-Align,514,1189,Nuclear receptor/xenobiotic,1,18
CGP-Align,543,1709,Nuclear receptor/xenobiotic,1,5
CGP-Align,688,1394,Nuclear receptor/xenobiotic,1,8
CGP-Align,389,1787,Nuclear receptor/xenobiotic,5,26
CGP-Align,580,816,Cell cycle/mitosis,1,3
CGP-Align,449,1080,Cell cycle/mitosis,2,21
CGP-Align,449,1080,Lipid/transport state,1,21
CGP-Align,449,1080,PI3K/AKT/mTOR,1,21
CGP-Align,358,1451,Epigenetic/chromatin,1,20
CGP-Align,358,1451,PI3K/AKT/mTOR,1,20
CGP-Align,83,1299,Cell cycle/mitosis,1,13
CGP-Align,51,1220,Cell cycle/mitosis,1,33
CGP-Align,51,1220,Lipid/transport state,1,33
CGP-Align,77,1134,Cell cycle/mitosis,1,10
CGP-Align,77,1134,Lipid/transport state,1,10
CGP-Align,479,812,Nuclear receptor/xenobiotic,3,26
CGP-Align,479,812,Cell cycle/mitosis,1,26
CGP-Align,479,812,MAPK/RTK,1,26
CGP-Align,455,1333,Lipid/transport state,1,28
CGP-Align,455,1333,PI3K/AKT/mTOR,1,28
CGP-Align,1214,1835,Cell cycle/mitosis,1,20
CGP-Align,1226,1692,Nuclear receptor/xenobiotic,3,23
CGP-Align,1226,1692,MAPK/RTK,2,23
CGP-Align,1226,1692,Cell cycle/mitosis,1,23
CGP-Align,1226,1692,PI3K/AKT/mTOR,1,23
CGP-Align,33,358,Epigenetic/chromatin,1,30
CGP-Align,33,358,Microtubule,1,30
CGP-Align,33,358,PI3K/AKT/mTOR,1,30
CGP-Align,178,592,DNA damage/repair,1,14
CGP-Align,636,851,Cell cycle/mitosis,1,24
CGP-Align,636,851,DNA damage/repair,1,24
CGP-Align,636,851,PI3K/AKT/mTOR,1,24
CGP-Align,50,1259,DNA damage/repair,1,13
CGP-Align,50,1259,Nuclear receptor/xenobiotic,1,13
CGP-Align,273,976,Cell cycle/mitosis,2,27
CGP-Align,273,976,PI3K/AKT/mTOR,2,27
CGP-Align,205,1470,DNA damage/repair,3,14
CGP-Align,205,1470,Cell cycle/mitosis,2,14
CGP-Align,205,1470,MAPK/RTK,1,14
CGP-Align,205,1470,Nuclear receptor/xenobiotic,1,14
CGP-Align,120,1226,Nuclear receptor/xenobiotic,2,25
CGP-Align,120,1226,Cell cycle/mitosis,1,25
CGP-Align,120,1226,MAPK/RTK,1,25
CGP-Align,283,881,Cell cycle/mitosis,1,27
CGP-Align,283,881,Lipid/transport state,1,27
CGP-Align,283,881,PI3K/AKT/mTOR,1,27
CGP-Align,387,1754,Nuclear receptor/xenobiotic,2,13
CGP-Align,387,1754,DNA damage/repair,1,13
CGP-Align,387,1754,MAPK/RTK,1,13
CGP-Align,83,195,Cell cycle/mitosis,1,14
CGP-Align,83,195,DNA damage/repair,1,14
CGP-Align,83,195,Nuclear receptor/xenobiotic,1,14
CGP-Align,1428,1637,Cell cycle/mitosis,1,3
CGP-Align,685,1220,Cell cycle/mitosis,2,23
CGP-Align,685,1220,Nuclear receptor/xenobiotic,1,23
CGP-Align,685,1220,PI3K/AKT/mTOR,1,23
CGP-Align,1074,1339,Cell cycle/mitosis,1,10
CGP-Align,627,836,Cell cycle/mitosis,2,16
CGP-Align,627,836,DNA damage/repair,2,16
CGP-Align,627,836,Microtubule,1,16
CGP-Align,627,836,PI3K/AKT/mTOR,1,16
CGP-Align,449,1763,Cell cycle/mitosis,1,18
CGP-Align,449,1763,Lipid/transport state,1,18
CGP-Align,449,1763,MAPK/RTK,1,18
CGP-Align,449,1763,PI3K/AKT/mTOR,1,18
CGP-Align,120,470,Nuclear receptor/xenobiotic,1,14
CGP-Align,227,1189,Cell cycle/mitosis,2,29
CGP-Align,227,1189,PI3K/AKT/mTOR,2,29
CGP-Align,300,1420,Cell cycle/mitosis,1,30
CGP-Align,300,1420,Lipid/transport state,1,30
CGP-Align,300,1420,MAPK/RTK,1,30
CGP-Align,309,806,Cell cycle/mitosis,2,18
CGP-Align,309,806,Nuclear receptor/xenobiotic,2,18
CGP-Align,309,806,MAPK/RTK,1,18
CGP-Align,1214,1719,Nuclear receptor/xenobiotic,2,12
CGP-Align,1186,1763,Cell cycle/mitosis,1,26
CGP-Align,1186,1763,Epigenetic/chromatin,1,26
CGP-Align,1186,1763,Lipid/transport state,1,26
CGP-Align,1186,1763,PI3K/AKT/mTOR,1,26
CGP-Align,35,1553,Nuclear receptor/xenobiotic,1,11
CGP-Align,387,688,Cell cycle/mitosis,2,24
CGP-Align,387,688,MAPK/RTK,1,24
CGP-Align,387,688,Nuclear receptor/xenobiotic,1,24
CGP-Align,898,1842,Cell cycle/mitosis,1,12
CGP-Align,898,1842,MAPK/RTK,1,12
CGP-Align,571,1649,Cell cycle/mitosis,2,26
CGP-Align,389,1709,Nuclear receptor/xenobiotic,2,21
CGP-Align,450,1060,DNA damage/repair,2,13
CGP-Align,450,1060,Cell cycle/mitosis,1,13
CGP-Align,450,1060,Nuclear receptor/xenobiotic,1,13
CGP-Align,764,1551,Lipid/transport state,2,24
CGP-Align,764,1551,DNA damage/repair,1,24
CGP-Align,764,1551,Nuclear receptor/xenobiotic,1,24
CGP-Align,698,1489,Cell cycle/mitosis,1,25
CGP-Align,672,1692,Cell cycle/mitosis,1,17
CGP-Align,672,1692,DNA damage/repair,1,17
CGP-Align,672,1692,Epigenetic/chromatin,1,17
CGP-Align,672,1692,PI3K/AKT/mTOR,1,17
CGP-Align,1431,1484,Cell cycle/mitosis,1,28
CGP-Align,1431,1484,Lipid/transport state,1,28
CGP-Align,1431,1484,MAPK/RTK,1,28
CGP-Align,355,1598,Nuclear receptor/xenobiotic,1,2
CGP-Align,99,1047,Cell cycle/mitosis,2,21
CGP-Align,99,1047,MAPK/RTK,1,21
CGP-Align,99,1047,PI3K/AKT/mTOR,1,21
CGP-Align,87,300,Epigenetic/chromatin,1,19
CGP-Align,87,300,MAPK/RTK,1,19
CGP-Align,436,1220,Cell cycle/mitosis,1,30
CGP-Align,436,1220,DNA damage/repair,1,30
CGP-Align,436,1220,Lipid/transport state,1,30
CGP-Align,436,1220,PI3K/AKT/mTOR,1,30
CGP-Align,851,1054,Cell cycle/mitosis,1,33
CGP-Align,851,1054,Lipid/transport state,1,33
CGP-Align,851,1054,PI3K/AKT/mTOR,1,33
CGP-Align,1080,1220,Cell cycle/mitosis,1,34
CGP-Align,1080,1220,DNA damage/repair,1,34
CGP-Align,1080,1220,Lipid/transport state,1,34
CGP-Align,1080,1220,MAPK/RTK,1,34
CGP-Align,1080,1220,Nuclear receptor/xenobiotic,1,34
CGP-Align,1080,1220,PI3K/AKT/mTOR,1,34
CGP-Align,387,1060,Nuclear receptor/xenobiotic,2,16
CGP-Align,387,1060,DNA damage/repair,1,16
CGP-Align,806,1300,Microtubule,1,12
CGP-Align,83,958,Cell cycle/mitosis,2,24
CGP-Align,83,958,DNA damage/repair,1,24
CGP-Align,83,958,Nuclear receptor/xenobiotic,1,24
CGP-Align,334,470,Nuclear receptor/xenobiotic,2,12
CGP-Align,334,470,Cell cycle/mitosis,1,12
CGP-Align,334,470,DNA damage/repair,1,12
CGP-Align,529,534,Nuclear receptor/xenobiotic,1,14
CGP-Align,1074,1181,Cell cycle/mitosis,1,14
CGP-Align,1074,1181,Epigenetic/chromatin,1,14
CGP-Align,1074,1181,Nuclear receptor/xenobiotic,1,14
CGP-Align,794,1709,Nuclear receptor/xenobiotic,3,16
CGP-Align,794,1709,Cell cycle/mitosis,1,16
CGP-Align,794,1709,Proteostasis,1,16
CGP-Align,449,1220,Cell cycle/mitosis,2,21
CGP-Align,449,1220,Lipid/transport state,1,21
CGP-Align,449,1220,Microtubule,1,21
CGP-Align,449,1220,PI3K/AKT/mTOR,1,21
CGP-Align,116,543,DNA damage/repair,1,9
CGP-Align,116,543,Microtubule,1,9
CGP-Align,94,844,Cell cycle/mitosis,2,28
CGP-Align,94,844,Lipid/transport state,1,28
CGP-Align,94,844,PI3K/AKT/mTOR,1,28
CGP-Align,1226,1486,Nuclear receptor/xenobiotic,4,30
CGP-Align,1226,1486,Cell cycle/mitosis,2,30
CGP-Align,1226,1486,MAPK/RTK,1,30
CGP-Align,1226,1486,PI3K/AKT/mTOR,1,30
CGP-Align,528,1220,Cell cycle/mitosis,3,39
CGP-Align,528,1220,DNA damage/repair,1,39
CGP-Align,528,1220,Lipid/transport state,1,39
CGP-Align,528,1220,MAPK/RTK,1,39
CGP-Align,528,1220,Nuclear receptor/xenobiotic,1,39
CGP-Align,528,1220,PI3K/AKT/mTOR,1,39
CGP-Align,227,514,DNA damage/repair,3,18
CGP-Align,227,514,Cell cycle/mitosis,1,18
CGP-Align,120,1189,Cell cycle/mitosis,1,26
CGP-Align,120,1189,Nuclear receptor/xenobiotic,1,26
CGP-Align,205,1226,MAPK/RTK,2,16
CGP-Align,205,1226,Nuclear receptor/xenobiotic,2,16
CGP-Align,528,584,Cell cycle/mitosis,1,21
CGP-Align,528,584,Lipid/transport state,1,21
CGP-Align,528,584,PI3K/AKT/mTOR,1,21
CGP-Align,309,1186,Cell cycle/mitosis,2,28
CGP-Align,309,1186,Epigenetic/chromatin,1,28
CGP-Align,309,1186,MAPK/RTK,1,28
CGP-Align,309,1186,Nuclear receptor/xenobiotic,1,28
CGP-Align,1220,1489,Cell cycle/mitosis,1,26
CGP-Align,1220,1489,DNA damage/repair,1,26
CGP-Align,1220,1489,MAPK/RTK,1,26
CGP-Align,1189,1382,Cell cycle/mitosis,3,26
CGP-Align,100,1073,Cell cycle/mitosis,2,34
CGP-Align,278,1460,Cell cycle/mitosis,2,11
CGP-Align,278,1460,Microtubule,1,11
CGP-Align,698,1692,Cell cycle/mitosis,1,17
CGP-Align,698,1692,PI3K/AKT/mTOR,1,17
CGP-Align,479,1220,Cell cycle/mitosis,3,30
CGP-Align,479,1220,MAPK/RTK,1,30
CGP-Align,479,1220,Nuclear receptor/xenobiotic,1,30
CGP-Align,479,1220,PI3K/AKT/mTOR,1,30
CGP-Align,1060,1470,DNA damage/repair,3,10
CGP-Align,1060,1470,Cell cycle/mitosis,1,10
CGP-Align,283,586,Cell cycle/mitosis,2,24
