method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
CGP-Align,546,50,50,546,19,0.6404150128364563,0.3493614792823791,50,10,0.1111111111111111,6.082146886560177e-13,12.215943095659785,0,0,,carmofur,thiomersal,thymidylate synthase inhibitor,other antibiotic,TYMS,OXCT1,,,E2F4;MDM2;PPP1R3A;POLQ;LAX1;DDX56;PRPF8;CISH;PPP1R1A;TRRAP
CGP-Align,613,156,156,613,19,0.611646831035614,0.3399319052696228,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,0,0,,Y-320,AMG900,interleukin inhibitor,Aurora kinase inhibitor,IL17A,"AURKA, AURKB, AURKC",,,PRPF8;E2F4;TAGAP;RD3;REV3L;MYBL2
CGP-Align,33,116,33,116,19,0.8455275297164917,0.3304369747638702,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,5,4,Cell cycle/mitosis:2; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,torin-1,MK-1775,mTOR inhibitor,WEE1 kinase inhibitor,MTOR,WEE1,MTOR;WEE1,,CHN2;REV3L;AFF3;PRPF8;MED14;RUNX3;CDC25A;TAGAP;SYT11;POLQ;MDM2;RUNX2;DDX56;WRN;PIK3R3;CCNT1;AFF1;CISH;SOCS6;RACGAP1
CGP-Align,1245,116,116,1245,19,0.4660998582839966,0.3266641795635223,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; Microtubule:1,MK-1775,oxibendazole,WEE1 kinase inhibitor,tubulin polymerization inhibitor,WEE1,"TUBB, TUBB4B",WEE1,WEE1,MDM2;KIF11;MED14;AFF3;SYT4;FBXO5;CCNT1;PRPF8;RACGAP1;RFC1;TRRAP;WEE1
CGP-Align,1238,958,958,1238,19,0.8486607074737549,0.3263581395149231,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,1,1,Cell cycle/mitosis:1,NVP-AUY922,barasertib-HQPA,HSP inhibitor,Aurora kinase inhibitor,"HSP90AA1, HSP90AB1",AURKB,,,CHN2;PI4KA;SOCS2;SYT11;MDM2;WRN;AFF3;HS1BP3;REV3L;MED14;SOCS6;RUNX3;TRRAP;RUNX2;FBXO5;POLQ;SYT4;RUNX1;CISH;CRKL
CGP-Align,865,120,120,865,19,0.6366227269172668,0.3225961029529571,50,16,0.19047619047619047,5.037496347360787e-24,23.29778525575339,1,1,Nuclear receptor/xenobiotic:1,BGT226,PCI-24781,PI3K inhibitor,HDAC inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CG","HDAC1, HDAC2, HDAC3, HDAC6",,,SOCS6;CHN2;PRPF8;REV3L;FBXO5;MDM2;SYT11;TRRAP;EHMT1;UBTF;MED14;SYT4;ARHGEF26;AFF3;SOCS2;MED13
CGP-Align,205,83,83,205,19,0.6034489870071411,0.3142882585525512,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; Nuclear receptor/xenobiotic:1,genz-644282,flubendazole,topoisomerase inhibitor,tubulin polymerization inhibitor,TOP1,TUBB,,,CHN2;MDM2;TRRAP;REV3L;WEE1;ARHGEF26;DDX56;RACGAP1;MED14;PRPF8;AFF3;CDC42EP3;TNPO1;POLQ;ELAC1;SYT4;CAND1;RPA1
CGP-Align,35,571,35,571,19,0.8622329831123352,0.3118133842945099,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,4,1,Nuclear receptor/xenobiotic:4,aurora-a-inhibitor-i,VS-4718,Aurora kinase inhibitor,focal adhesion kinase inhibitor,AURKA,,,,CHN2;SYT11;RUNX3;MDM2;REV3L;MED14;TAGAP;POLQ;RUNX1;RUNX2;WRN;PI4KA;SOCS6;SYT12;SOCS2;SYT4;SOCS3;EHMT1;ARHGEF16;FBXO5
CGP-Align,1410,733,733,1410,19,0.333651065826416,0.309790551662445,50,0,0.0,1.0,-0.0,0,0,,JNJ-7706621,PFI-1,CDK inhibitor,bromodomain inhibitor,"AURKA, AURKB, CDK1, CDK2",BRD4,,,
CGP-Align,83,450,83,450,19,0.7480740547180176,0.301110178232193,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,6,4,Cell cycle/mitosis:3; DNA damage/repair:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,genz-644282,torin-2,topoisomerase inhibitor,mTOR inhibitor,TOP1,MTOR,MTOR,MTOR,CHN2;REV3L;CDC25A;DDX56;CISH;POLQ;PRPF8;MED14;TAGAP;ARHGEF26;WEE1;AFF3;PIAS1;CDC42EP3;MDM2;WRN;RACGAP1;E2F4;CCNT1;MTOR
CGP-Align,1754,1692,1692,1754,19,0.5549670457839966,0.3007925152778625,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,7,4,Nuclear receptor/xenobiotic:3; DNA damage/repair:2; Cell cycle/mitosis:1; MAPK/RTK:1,PTC-209,parbendazole,BMI-1 inhibitor,tubulin polymerization inhibitor,,TUBB,,,MDM2;MAP3K2;PRPF8;RACGAP1;BRCA2;ARHGEF26;CDC42EP3;GTF2I;WEE1;FARP2;ARHGEF9;GRB7
CGP-Align,592,688,592,688,20,0.6759458780288696,0.5829049348831177,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,3,2,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:1,entinostat,scriptaid,HDAC inhibitor,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC9","HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,SOCS6;TRRAP;ARHGEF26;FBXO5;CDC25A;CHN2;DDX56;POLQ;RACGAP1;SRC;MDM2;SYT11;CCNA1
CGP-Align,1074,460,460,1074,20,0.6706158518791199,0.5673094987869263,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,1,1,Cell cycle/mitosis:1,mechlorethamine,teroxirone,DNA inhibitor,DNA inhibitor,,,,,SGK3;CCNA1;NFKBIE;SOCS6;FBXO5;SRA1;NANOG;CHN2;SENP3;THPO;WRN;LRP10
CGP-Align,205,35,35,205,20,0.6033399701118469,0.5089973211288452,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,2,1,Nuclear receptor/xenobiotic:2,aurora-a-inhibitor-i,flubendazole,Aurora kinase inhibitor,tubulin polymerization inhibitor,AURKA,TUBB,,,MDM2;CHN2;SYT11;REV3L;PRPF8;MED14;SYT4;POLQ;RACGAP1;ARHGEF26;TRRAP;ARHGEF9;FBXO5
CGP-Align,355,77,77,355,20,0.4874549210071563,0.4665406942367553,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,1,1,Proteostasis:1,GSK1292263,amuvatinib,glucose dependent insulinotropic receptor agonist,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor",GRPR,"KIT, MET",,,GATA1;HSPB8;MTMR11;RGS11;TCIRG1
CGP-Align,83,51,51,83,20,0.7462465167045593,0.4621826410293579,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,1,1,Cell cycle/mitosis:1,WZ-3146,genz-644282,EGFR inhibitor,topoisomerase inhibitor,EGFR,TOP1,,,CHN2;REV3L;MDM2;MED14;DDX56;PI4KA;CISH;TRRAP;SOCS2;POLQ;AFF3;WRN;PRPF8;SOCS3;CRKL;CDC25A;E2F5;TAGAP;MED13;HS1BP3
CGP-Align,187,1226,187,1226,20,0.8330280184745789,0.4458246529102325,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,7,4,Nuclear receptor/xenobiotic:3; MAPK/RTK:2; Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,GSK2126458,BIIB021,"mTOR inhibitor, PI3K inhibitor",HSP inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",HSP90AA1,,,CHN2;CDC25A;AFF3;REV3L;CISH;RUNX3;DDX56;POLQ;MAP3K2;SOCS2;PIK3R3;FARP2;TRRAP;ARHGEF26;RACGAP1;RUNX2;SOCS3;SYK;STARD10;E2F4
CGP-Align,1196,881,881,1196,20,0.8703523278236389,0.4443823993206024,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,3,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; MAPK/RTK:1,PP242,WYE-125132,mTOR inhibitor,mTOR inhibitor,"MTOR, PASK",MTOR,MTOR,MTOR,CHN2;RUNX3;DDX56;RUNX2;AFF3;MED14;SOCS3;REV3L;RUNX1;CISH;CCNT1;PIK3R3;WRN;POLQ;CDC25A;TRRAP;MDM2;AFF1;TAGAP;PI4KA
CGP-Align,580,1460,580,1460,20,0.5551661252975464,0.4439064860343933,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,1,1,Cell cycle/mitosis:1,broxaldine,amonafide,,topoisomerase inhibitor,,"TOP2A, TOP2B",,,IFNA1;FRMD6;IFNA2;IFNA13;IFNA6;CCNA1;THPO;IFNA5;ITK;IFNA14;TNFRSF17;GYPB;NOXO1;BTK;MKNK1
CGP-Align,1060,35,35,1060,20,0.5890316963195801,0.4385740160942077,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,2,1,Nuclear receptor/xenobiotic:2,aurora-a-inhibitor-i,mebendazole,Aurora kinase inhibitor,tubulin polymerization inhibitor,AURKA,"TUBA1A, TUBB, TUBB4B",,,MDM2;CHN2;REV3L;SYT11;PRPF8;MED14;SYT4;FBXO5;ARHGEF26;RACGAP1;TRRAP;ARHGEF9
CGP-Align,1236,571,571,1236,20,0.8611904978752136,0.4333483278751373,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,7,4,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:1; DNA damage/repair:1; PI3K/AKT/mTOR:1,VS-4718,CCT129202,focal adhesion kinase inhibitor,Aurora kinase inhibitor,,"AURKA, AURKB, AURKC",,,CHN2;SYT11;REV3L;TAGAP;DDX56;WRN;MDM2;MED14;RUNX3;ARHGEF16;POLQ;BRCA2;PIK3R3;SYT12;ARHGEF26;PI4KA;SYT4;CDC25A;AFF3;FBXO5
CGP-Align,1238,1486,1238,1486,20,0.8473271131515503,0.4331959187984466,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,3,1,Cell cycle/mitosis:3,barasertib-HQPA,NVP-TAE226,Aurora kinase inhibitor,protein tyrosine kinase inhibitor,AURKB,PTK2,,,PI4KA;CHN2;RUNX3;WRN;SYT11;RUNX2;SOCS6;AFF3;REV3L;MED14;RUNX1;SOCS2;SYT4;CISH;FBXO5;AFF1;TRRAP;POLQ;MDM2;SOCS3
CGP-Align,387,232,232,387,20,0.8755075931549072,0.431608110666275,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,3,3,Cell cycle/mitosis:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,foretinib,tozasertib,VEGFR inhibitor,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","FLT1, FLT4, KDR, MET","AURKA, AURKB, AURKC, LCK",,,CHN2;RUNX3;REV3L;WRN;SYT11;MDM2;POLQ;RUNX2;PI4KA;RUNX1;SOCS2;MED14;SOCS6;AFF3;TAGAP;TRIP10;CISH;DDX56;SYT4;NSD1
CGP-Align,1245,35,35,1245,20,0.4657683968544006,0.4250122010707855,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,0,0,,aurora-a-inhibitor-i,oxibendazole,Aurora kinase inhibitor,tubulin polymerization inhibitor,AURKA,"TUBB, TUBB4B",,,MDM2;MED14;SYT4;PRPF8;FBXO5;RACGAP1;TRRAP
CGP-Align,33,1226,33,1226,20,0.8454122543334961,0.4206432104110718,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,5,4,Cell cycle/mitosis:2; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,torin-1,BIIB021,mTOR inhibitor,HSP inhibitor,MTOR,HSP90AA1,MTOR,,CHN2;REV3L;CDC25A;DDX56;RUNX3;AFF3;POLQ;MED14;RUNX2;PIK3R3;CCNT1;RACGAP1;WRN;MAP3K2;CISH;ARHGEF26;AFF1;MDM2;SYT11;E2F4
CGP-Align,1382,571,571,1382,20,0.7276678681373596,0.4047510325908661,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,3,2,Cell cycle/mitosis:2; DNA damage/repair:1,VS-4718,LY2784544,focal adhesion kinase inhibitor,JAK inhibitor,,"JAK2, JAK3",,,SOCS2;CHN2;CISH;DDX56;CDC25A;RUNX2;WRN;AFF3;RUNX3;SYT11;REV3L;POLQ;RUNX1;SOCS6;MED14;E2F4;AFF1;CCNT1;BRCA2;SOCS3
CGP-Align,13,1011,13,1011,20,0.8565632104873657,0.3987486064434051,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,5,3,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; DNA damage/repair:1,PI3K-IN-2,PP-121,PI3K inhibitor,protein tyrosine kinase inhibitor,,"ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC",MTOR,MTOR,RUNX3;RUNX2;RUNX1;SOCS3;CISH;AFF3;DDX56;CHN2;MED14;CDC25A;WRN;POLQ;PI4KA;REV3L;SOCS2;SYT11;AFF1;PIK3R3;PAGE1;TRRAP
CGP-Align,529,1226,529,1226,20,0.8693242073059082,0.3910865485668182,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,7,3,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:2; MAPK/RTK:2,VER-49009,BIIB021,HSP inhibitor,HSP inhibitor,HSP90AA1,HSP90AA1,,,CHN2;RUNX3;DDX56;AFF3;FARP2;RUNX2;TRRAP;PI4KA;WRN;MED14;CDC25A;POLQ;REV3L;MAP3K2;CCNT1;SOCS2;SYK;RUNX1;SYT11;CISH
CGP-Align,861,1220,861,1220,20,0.6774795651435852,0.3861193060874939,50,10,0.1111111111111111,6.082146886560177e-13,12.215943095659785,3,3,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Microtubule:1,AT7867,GSK1070916,AKT inhibitor,Aurora kinase inhibitor,"AKT2, GSK3B, PKIA, PRKACA","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;POLQ;SOCS6;CDC25A;FBXO5;SYT11;PHACTR1;AFF3;SYT12;CHD6
CGP-Align,334,1186,334,1186,20,0.6331552267074585,0.3834887742996216,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,6,2,Cell cycle/mitosis:4; Nuclear receptor/xenobiotic:2,OSI-930,LY2801653,"KIT inhibitor, VEGFR inhibitor",MET inhibitor,"KDR, KIT",MET,,,CHN2;POLQ;REV3L;DDX56;MYBBP1A;TRRAP;CDCA3;CDC25A;ARHGEF25;EIF2AK1;FBXO5;ARHGEF26;CDC42EP3;UBTF;CCNA2
CGP-Align,1092,389,389,1092,20,0.7006503939628601,0.3727110624313354,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,2,1,Nuclear receptor/xenobiotic:2,AZD3463,JNJ-26481585,"ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor",HDAC inhibitor,"ALK, IGF1R","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2",MDM2,MDM2,CHN2;SOCS6;FBXO5;TRRAP;PRPF8;REV3L;ARHGEF26;SGK3;MDM2;CSK;EHMT1;TRIP10;FARP2;UBTF
CGP-Align,586,94,94,586,20,0.8439763784408569,0.3651259243488312,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,7,4,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,taselisib,WYE-354,PI3K inhibitor,mTOR inhibitor,PIK3CA,MTOR,,,CHN2;DDX56;CISH;PIK3R3;POLQ;RUNX3;MED14;SOCS3;FARP2;WRN;SOCS2;AFF3;SYK;CDC25A;REV3L;E2F4;CDCA3;RFC1;RUNX2;SYT11
CGP-Align,1486,309,309,1486,20,0.8814293742179871,0.3604709804058075,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,5,3,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; MAPK/RTK:1,crenolanib,NVP-TAE226,PDGFR tyrosine kinase receptor inhibitor,protein tyrosine kinase inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB",PTK2,,,CHN2;REV3L;RUNX3;WRN;SYT11;MED14;PI4KA;DDX56;SOCS2;RUNX2;SOCS6;AFF3;CDC25A;CISH;POLQ;TRRAP;RUNX1;PRPF8;TAGAP;SOCS3
CGP-Align,1213,54,54,1213,20,0.565162181854248,0.3566566407680511,50,9,0.0989010989010989,2.668054406809387e-11,10.573805318557522,1,1,Microtubule:1,CHIR-99021,kenpaullone,glycogen synthase kinase inhibitor,"CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, GSK3A, GSK3B, MAPK1","CCNB1, CDK1, CDK5, GSK3B",,,TAGAP;PHACTR1;RD3;TNFRSF17;STYK1;FRMD3;GRK6;SYT11;NCKIPSD
CGP-Align,1338,1189,1189,1338,20,0.7130272388458252,0.3545618951320648,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,2,1,Cell cycle/mitosis:2,NMS-1286937,BMS-265246,PLK inhibitor,CDK inhibitor,"FLT3, PLK1, PLK2, PLK3","CDK1, CDK2",,,CHN2;CDC25A;WRN;REV3L;POLQ;SYT11;TRRAP;PI4KA;HS1BP3;RUNX3;CCNA1;AFF3;CRKL;SOCS6;RUNX2;SYT1;ACVR1;CSK
CGP-Align,942,1169,942,1169,20,0.6527349352836609,0.3400937020778656,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,5,3,Cell cycle/mitosis:3; DNA damage/repair:1; MAPK/RTK:1,M-344,gossypol,HDAC inhibitor,"BCL inhibitor, MCL1 inhibitor",,BCL2,,,SOCS6;REV3L;TRRAP;POLQ;SRC;CDC42EP3;BLK;CDC25A;PRPF8;CHN2;SRA1;CCNA1;BRCA2;DDX56;YES1;CRKL;MAP3K11
CGP-Align,673,33,33,673,20,0.777251660823822,0.337734043598175,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,4,4,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,torin-1,CUDC-907,mTOR inhibitor,PI3K inhibitor,MTOR,"HDAC2, PIK3R1",MTOR,MTOR,CHN2;REV3L;DDX56;PRPF8;MED14;CDC25A;AFF3;MDM2;POLQ;ARHGEF26;SOCS6;TAGAP;MED13;CISH;SOCS3;EHMT1;CHD6;SYT11;RACGAP1;PIAS1
CGP-Align,820,200,200,820,20,0.7353013753890991,0.3376199603080749,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,7,4,Cell cycle/mitosis:2; MAPK/RTK:2; Nuclear receptor/xenobiotic:2; PI3K/AKT/mTOR:1,LGX818,trametinib,RAF inhibitor,MEK inhibitor,BRAF,"MAP2K1, MAP2K2",,,CHN2;RUNX3;PIK3R3;RUNX1;AFF3;MED14;RUNX2;MAP3K2;TAGAP;CCNT1;CDC25A;DDX56;MAP3K3;SOCS3;SYK;RACGAP1;CISH;ARHGEF26;AFF1;TRRAP
CGP-Align,1637,1119,1119,1637,20,0.7533307671546936,0.3335044682025909,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,3,2,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1,CUDC-101,amsacrine,EGFR inhibitor,topoisomerase inhibitor,"EGFR, ERBB2","KCNH2, TOP2A",,,CHN2;SYT11;SYT4;SOCS2;SOCS6;MED14;PRPF8;REV3L;MDM2;WRN;TAGAP;ARHGEF26;CRKL;PI4KA;EHMT1;RACGAP1;ARHGEF25;CCNA1;CSK;AFF3
CGP-Align,190,1169,190,1169,20,0.4200655221939087,0.3299654126167297,50,1,0.010101010101010102,0.2869679581324841,0.542166592405756,0,0,,IKK-2-inhibitor-V,gossypol,"IKK inhibitor, NFkB pathway inhibitor","BCL inhibitor, MCL1 inhibitor",IKBKB,BCL2,,,REV3L
CGP-Align,1559,460,460,1559,20,0.602401077747345,0.3266313672065735,50,10,0.1111111111111111,6.082146886560177e-13,12.215943095659785,1,1,Cell cycle/mitosis:1,mechlorethamine,UNBS-5162,DNA inhibitor,CC chemokine receptor antagonist,,,,,NFKBIE;CCNA1;SGK3;SSX1;NANOG;USP17L2;NCF4;WRN;FRMD6;LRP10
CGP-Align,270,671,270,671,20,0.2416543811559677,0.3262141942977905,50,2,0.02040816326530612,0.044175789150082585,1.3548156835763752,0,0,,STF-118804,xanomeline,NAMPT inhibitor,acetylcholine receptor agonist,NAMPT,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7",,,SP5;KANK4
CGP-Align,812,1080,812,1080,20,0.815442681312561,0.3255898058414459,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,5,4,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1,KI-8751,MPI-0479605,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",mitotic kinase inhibitor,KDR,TTK,,,RUNX3;CHN2;SYT12;SYT11;TAGAP;RUNX2;REV3L;RUNX1;SOCS2;DDX56;MED14;SLC2A11;SOCS3;POLQ;ARHGEF25;MDM2;VGLL4;E2F4;WRN;ASAP3
CGP-Align,1763,1539,1539,1763,20,0.8327876329421997,0.3184368014335632,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,CNX-774,AZ3146,Bruton's tyrosine kinase (BTK) inhibitor,monopolar spindle 1 kinase inhibitor,BTK,,,,CHN2;SOCS2;RUNX3;REV3L;SYT11;RUNX2;CISH;AFF3;MED14;SOCS3;POLQ;PI4KA;DDX56;CDC25A;SOCS6;WRN;KMT2C;SYT12;FBXO5;PRPF8
CGP-Align,713,1220,713,1220,20,0.8624294400215149,0.3150270283222198,50,20,0.25,1.8231879712232907e-32,31.739168553146122,2,2,Microtubule:1; Nuclear receptor/xenobiotic:1,VE-822,GSK1070916,ATR kinase inhibitor,Aurora kinase inhibitor,"ATM, ATR, MTOR, PIK3CG","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;POLQ;REV3L;WRN;RUNX3;TAGAP;SYT11;RUNX2;E2F4;AFF3;SYT12;SYT1;PAK1;EHMT1;PHACTR1;SYT4;RUNX1;ARHGEF25;MED14;SGK3
CGP-Align,1719,1119,1119,1719,20,0.7153629064559937,0.3055550158023834,50,20,0.25,1.8231879712232907e-32,31.739168553146122,5,2,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:2,CUDC-101,MK-8745,EGFR inhibitor,Aurora kinase inhibitor,"EGFR, ERBB2",AURKA,,,CHN2;ARHGEF26;TAGAP;ARHGEF16;SGK3;NGEF;ARHGEF25;REV3L;WRN;CCNA1;SYT11;RACGAP1;CDC25A;CSK;TRIP10;SYT4;GRB7;SYK;CNKSR1;RUNX2
CGP-Align,1598,151,151,1598,20,0.4366761445999145,0.3051596581935882,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,0,0,,tenovin-6,apatinib,SIRT inhibitor,RET tyrosine kinase inhibitor,"SIRT1, SIRT2, SIRT3","CSK, KDR, KIT, RET",,,RD3;FRMD3;DEF6;NF2
CGP-Align,278,1189,278,1189,20,0.7087479829788208,0.3025794327259063,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,5,2,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2,LY2606368,NMS-1286937,CHK inhibitor,PLK inhibitor,CHEK1,"FLT3, PLK1, PLK2, PLK3",,,WRN;CHN2;TRRAP;DDX56;CDC25A;PCNA;ARHGEF26;CCNA1;CISH;REV3L;PI4KA;ARHGEF16;POLQ;NGEF;CCNT1;RACGAP1;RFC1;CAND1;IL4R
CGP-Align,698,1220,698,1220,21,0.8742848634719849,0.5740714073181152,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; PI3K/AKT/mTOR:1,TG-101209,GSK1070916,JAK inhibitor,Aurora kinase inhibitor,"JAK2, JAK3","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;REV3L;POLQ;SYT11;RUNX3;WRN;SOCS2;SOCS6;PI4KA;CDC25A;RUNX2;AFF3;SOCS3;MED14;CISH;DDX56;TAGAP;AFF1;FBXO5;STAG1
CGP-Align,1763,1080,1080,1763,21,0.831963837146759,0.5706124901771545,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,4,3,Cell cycle/mitosis:2; Lipid/transport state:1; PI3K/AKT/mTOR:1,MPI-0479605,AZ3146,mitotic kinase inhibitor,monopolar spindle 1 kinase inhibitor,TTK,,,,CHN2;REV3L;SOCS2;SYT11;AFF3;RUNX3;DDX56;RUNX2;POLQ;CDC25A;MED14;SYT12;CISH;PIK3R3;KMT2C;SOCS3;PRPF8;AFF1;WRN;SOCS6
CGP-Align,436,232,232,436,21,0.8309088349342346,0.5473695397377014,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; PI3K/AKT/mTOR:1,foretinib,CYC116,VEGFR inhibitor,Aurora kinase inhibitor,"FLT1, FLT4, KDR, MET","AURKA, AURKB, KDR",,,RUNX3;RUNX2;CHN2;REV3L;RUNX1;MED14;SOCS3;WRN;POLQ;SYT11;SYT12;AFF1;KMT2C;AFF3;PI4KA;SOCS2;TAGAP;CISH;NCOA6;DDX56
CGP-Align,1112,1043,1043,1112,21,0.7696521282196045,0.5185683965682983,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,1,1,Nuclear receptor/xenobiotic:1,ZM-447439,dovitinib,Aurora kinase inhibitor,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","AURKA, AURKB","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,RD3;CHN2;RUNX3;RUNX2;RUNX1;MDM2;SYT12;SYT11;REV3L;MED14;TRIP10;POLQ;CTDSP2;SYT4;AFF1;STARD8;AFF3
