method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
RDKit2D,379,1238,379,1238,18,0.4061906337738037,0.3057786822319031,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,0,0,,defactinib,barasertib-HQPA,focal adhesion kinase inhibitor,Aurora kinase inhibitor,PTK2,AURKB,,,WRN;PI4KA;SYT11;CHN2;RUNX2;SYT4;SOCS2;RUNX1;MDM2;RUNX3;MED14;REV3L;POLQ;TRRAP;CISH;SGK1;SYT1;ERCC6;RFC1
RDKit2D,1110,1585,1110,1585,18,0.421618640422821,0.3017240464687347,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,1,1,Epigenetic/chromatin:1,ponatinib,TAK-901,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor",Aurora kinase inhibitor,"ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",AURKB,LYN,,CHN2;REV3L;PRPF8;SOCS6;CHD6;POLQ;AFF3;MDM2;FBXO5;TAGAP;EHMT1;SOCS2;DDX56;SYT11;EIF4G1;STAG1;UBTF
RDKit2D,794,1637,794,1637,19,0.3457904458045959,0.5033776760101318,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,2,2,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1,nocodazole,amsacrine,tubulin polymerization inhibitor,topoisomerase inhibitor,HPGDS,"KCNH2, TOP2A",,,MDM2;CHN2;PRPF8;SYT4;REV3L;RACGAP1;MED14;AFF3;ARHGEF26;CCNA1;CSK;NGEF
RDKit2D,83,1186,83,1186,19,0.38440603017807,0.4388914704322815,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,3,2,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:1,genz-644282,LY2801653,topoisomerase inhibitor,MET inhibitor,TOP1,MET,,,CHN2;DDX56;CISH;REV3L;CDC25A;TRRAP;POLQ;TAGAP;AFF3;ARHGEF26;MED14;PI4KA;WRN;SOCS2;SOCS3;PRPF8;E2F4;CDC42EP3
RDKit2D,1835,976,976,1835,19,0.346884936094284,0.4018040299415588,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; Nuclear receptor/xenobiotic:1,R406,cyt387,SYK inhibitor,,"RET, SYK","JAK1, JAK2, JAK3",,,CHN2;SYT12;MED14;SYT11;REV3L;TAGAP;RUNX2;RUNX3;RUNX1;SOCS3;AFF1;MDM2;WWTR1;PCNA;TAF1;E2F4;WRN;SYT4;BPTF;CDK17
RDKit2D,1235,1389,1235,1389,19,0.3385951519012451,0.3960912227630615,50,11,0.12359550561797752,1.2002123197780373e-14,13.920741919659442,3,3,Cell cycle/mitosis:1; Microtubule:1; PI3K/AKT/mTOR:1,SB-2343,PU-H71,"mTOR inhibitor, PI3K inhibitor",HSP inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",HSP90AA1,MTOR,,CHN2;AFF3;CCNT1;MED14;PCNA;DDX56;AFF1;RUNX2;PHACTR1;PIK3R3;WRN
RDKit2D,116,673,116,673,19,0.4252205491065979,0.3743142783641815,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,4,3,DNA damage/repair:2; Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1,MK-1775,CUDC-907,WEE1 kinase inhibitor,PI3K inhibitor,WEE1,"HDAC2, PIK3R1",WEE1,WEE1,CHN2;REV3L;DDX56;MED14;AFF3;MDM2;PRPF8;SOCS2;SOCS6;FBXO5;CISH;CDC25A;POLQ;ARHGEF26;TRRAP;SYT11;WRN;EHMT1;PI4KA;SOCS3
RDKit2D,397,1047,397,1047,19,0.3673301935195923,0.3733515739440918,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,6,3,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2; MAPK/RTK:1,PD-184352,TAK-632,MEK inhibitor,RAF inhibitor,"MAP2K1, MAP3K1, MAP3K2",BRAF,,,SOCS3;PDPK1;TRRAP;POLQ;ARHGEF16;CDCA3;REV3L;FAM167A;CHN2;MAP2K7;CDC42EP3;AURKB;WRN;CSNK1D;RUNX3;TNR;SYK;MKNK1;DXO;RUNX2
RDKit2D,1119,1709,1119,1709,19,0.4364401996135711,0.3615531921386719,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,2,2,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1,CUDC-101,givinostat,EGFR inhibitor,HDAC inhibitor,"EGFR, ERBB2","HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,CHN2;SOCS6;TRRAP;ARHGEF26;FBXO5;REV3L;SGK3;UBTF;PRPF8;CCNA1;SYT11;CSK;CRKL;SYT4;TAGAP;NGEF;MDM2;SRA1;POLQ;TFDP1
RDKit2D,278,529,278,529,19,0.368643194437027,0.3564128279685974,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,5,3,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; Microtubule:1,LY2606368,VER-49009,CHK inhibitor,HSP inhibitor,CHEK1,HSP90AA1,,,WRN;CHN2;DDX56;ARHGEF16;KIF20B;CDC25A;PI4KA;TRRAP;POLQ;REV3L;SYK;CCNT1;CISH;TRIP10;RFC1;ARHGEF9;CAND1
RDKit2D,1236,33,33,1236,19,0.4172690510749817,0.3530981540679931,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,6,4,Cell cycle/mitosis:3; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,torin-1,CCT129202,mTOR inhibitor,Aurora kinase inhibitor,MTOR,"AURKA, AURKB, AURKC",MTOR,,CHN2;TAGAP;REV3L;SYT11;DDX56;MED14;POLQ;RACGAP1;CDC25A;PRPF8;PIK3R3;ARHGEF26;MDM2;ZNF593;RUNX3;AFF3;E2F4;CDC42EP3;CDK17;WRN
RDKit2D,1338,580,580,1338,19,0.3220866918563843,0.3493267297744751,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,1,1,Cell cycle/mitosis:1,broxaldine,BMS-265246,,CDK inhibitor,,"CDK1, CDK2",,,IFNA13;IFNA1;IFNA2;CCNA1;IFNA6;TNFRSF17
RDKit2D,1080,1585,1080,1585,19,0.3480764925479889,0.3294970393180847,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,6,4,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; MAPK/RTK:1; PI3K/AKT/mTOR:1,MPI-0479605,TAK-901,mitotic kinase inhibitor,Aurora kinase inhibitor,TTK,AURKB,,,CHN2;REV3L;CDC25A;DDX56;SOCS2;PIK3R3;POLQ;CISH;WRN;AFF3;MED14;RUNX3;SOCS3;MAP3K2;PRPF8;SYT11;RUNX2;TRRAP;PCNA;MDM2
RDKit2D,1598,1835,1598,1835,19,0.3380702137947082,0.3254199922084808,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,2,2,Cell cycle/mitosis:1; Lipid/transport state:1,apatinib,cyt387,RET tyrosine kinase inhibitor,,"CSK, KDR, KIT, RET","JAK1, JAK2, JAK3",,,SYT12;PNPLA5;AFF1;FBXO5;CTDSP2;SLC2A11;MAD2L1
RDKit2D,841,35,35,841,19,0.371347039937973,0.3246557116508484,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,2,1,Nuclear receptor/xenobiotic:2,aurora-a-inhibitor-i,AT-9283,Aurora kinase inhibitor,"Aurora kinase inhibitor, JAK inhibitor",AURKA,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A",AURKB,,CHN2;RUNX3;RUNX1;MED14;RUNX2;PI4KA;REV3L;SYT11;WRN;MDM2;POLQ;SGK1;SOCS2;SOCS3;ARHGEF16;FBXO5;TRRAP;TRIP10;ARHGEF9
RDKit2D,1716,1220,1220,1716,19,0.4464132785797119,0.322118192911148,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,3,3,Cell cycle/mitosis:1; DNA damage/repair:1; PI3K/AKT/mTOR:1,GSK1070916,YM-201636,Aurora kinase inhibitor,PI3K inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,,CHN2;REV3L;CDC25A;POLQ;CISH;DDX56;AFF3;RUNX3;WRN;SOCS3;SOCS2;AFF1;RUNX2;PI4KA;SYT11;TRRAP;E2F4;MED14;SOCS6;PCNA
RDKit2D,584,1060,584,1060,19,0.3161936402320862,0.3162228763103485,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,0,0,,dapivirine,mebendazole,non-nucleoside reverse transcriptase inhibitor,tubulin polymerization inhibitor,"CYP3A4, CYP3A5","TUBA1A, TUBB, TUBB4B",,,DDX56;CHN2;MED14;SYT11;TRRAP
RDKit2D,1169,613,613,1169,19,0.4825201630592346,0.3155298233032226,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,1,1,Cell cycle/mitosis:1,AMG900,gossypol,Aurora kinase inhibitor,"BCL inhibitor, MCL1 inhibitor","AURKA, AURKB, AURKC",BCL2,,,REV3L;CDC25A;E2F4;STYK1;EIF2AK1;PRPF8
RDKit2D,1763,309,309,1763,19,0.3746663630008697,0.3035531938076019,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,4,4,Cell cycle/mitosis:1; Epigenetic/chromatin:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,crenolanib,AZ3146,PDGFR tyrosine kinase receptor inhibitor,monopolar spindle 1 kinase inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB",,,,CHN2;SOCS2;REV3L;SYT11;FBXO5;AFF3;PRPF8;SOCS6;RUNX3;PI4KA;WRN;RUNX2;CDC25A;DDX56;EHMT1;CISH;MED14;POLQ;UBTF;FGFR2
RDKit2D,273,1585,273,1585,20,0.390936017036438,0.5417625904083252,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,BX-912,TAK-901,pyruvate dehydrogenase kinase inhibitor,Aurora kinase inhibitor,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1",AURKB,PDPK1,,CHN2;REV3L;CDC25A;WRN;CISH;SOCS2;PI4KA;RUNX3;AFF3;TRRAP;DDX56;MED14;RUNX2;SOCS3;POLQ;PIK3R3;SOCS6;PCNA;SYT11;CCNA1
RDKit2D,1637,187,187,1637,20,0.3801397085189819,0.3966984450817108,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,2,1,Nuclear receptor/xenobiotic:2,GSK2126458,amsacrine,"mTOR inhibitor, PI3K inhibitor",topoisomerase inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG","KCNH2, TOP2A",,,CHN2;TAGAP;PRPF8;SOCS2;REV3L;AFF3;RACGAP1;SOCS6;RUNX2;MED14;ARHGEF26;STARD10;FRMD3
RDKit2D,841,1189,841,1189,20,0.3713406920433044,0.3781450092792511,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,7,4,Cell cycle/mitosis:4; MAPK/RTK:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,AT-9283,NMS-1286937,"Aurora kinase inhibitor, JAK inhibitor",PLK inhibitor,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A","FLT3, PLK1, PLK2, PLK3",AURKB,,CHN2;WRN;DDX56;PI4KA;SOCS2;MED14;TRRAP;RUNX2;RUNX3;CISH;SYT11;FBXO5;CDC25A;HS1BP3;CRKL;REV3L;ARHGEF16;AFF3;CCNA1;SOCS3
RDKit2D,270,1585,270,1585,20,0.4153951108455658,0.3385074734687805,50,0,0.0,1.0,-0.0,0,0,,STF-118804,TAK-901,NAMPT inhibitor,Aurora kinase inhibitor,NAMPT,AURKB,,,
RDKit2D,592,1536,592,1536,20,0.3649360239505768,0.3211385607719421,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,0,0,,entinostat,JTC-801,HDAC inhibitor,opioid receptor antagonist,"HDAC1, HDAC2, HDAC3, HDAC9",OPRL1,,,SOCS6;PRDM2;SYT11;MYBL1
RDKit2D,529,1169,529,1169,20,0.388613611459732,0.3199360072612762,50,9,0.0989010989010989,2.668054406809387e-11,10.573805318557522,1,1,Cell cycle/mitosis:1,VER-49009,gossypol,HSP inhibitor,"BCL inhibitor, MCL1 inhibitor",HSP90AA1,BCL2,,,REV3L;CHN2;POLQ;TRRAP;DDX56;CDC25A;WRN;CISH;CRKL
RDKit2D,35,1128,35,1128,20,0.4638053774833679,0.3098487854003906,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,0,0,,aurora-a-inhibitor-i,TW-37,Aurora kinase inhibitor,BCL inhibitor,AURKA,"BCL2, BCL2L1, MCL1",,,REV3L;CHN2;TAGAP;PRPF8;WWTR1;UBTF
RDKit2D,481,94,94,481,21,0.3529899418354034,0.4831884503364563,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,3,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,taselisib,ZSTK-474,PI3K inhibitor,PI3K inhibitor,PIK3CA,"PIK3CB, PIK3CD, PIK3CG",,,DDX56;AFF3;RUNX3;AFF1;MED14;CHN2;SOCS2;CISH;PIK3R3;RUNX2;POLQ;MDM2;E2F1;E2F4;RUNX1;CCNT1;SOCS3;BLNK;REV3L;SYT12
RDKit2D,1468,421,421,1468,21,0.448921799659729,0.4549396932125091,50,15,0.17647058823529413,4.846287989994581e-22,21.31459078154205,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1,AMG458,golvatinib,MET inhibitor,VEGFR inhibitor,MET,"KDR, MET",,,CHN2;CDC25A;RUNX2;WRN;RUNX3;POLQ;CISH;REV3L;PCNA;MAP3K2;SLC2A11;TRRAP;RUNX1;MYBBP1A;NEIL1
RDKit2D,794,1428,794,1428,21,0.3455524146556854,0.389634370803833,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,3,3,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1; Proteostasis:1,nocodazole,SC-144,tubulin polymerization inhibitor,P glycoprotein inhibitor,HPGDS,,,,BTK;ARAP3;CCNA1;PLEK;PSMA5
RDKit2D,1470,613,613,1470,21,0.3568089604377746,0.3896310031414032,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,1,1,Cell cycle/mitosis:1,AMG900,ABT-751,Aurora kinase inhibitor,tubulin polymerization inhibitor,"AURKA, AURKB, AURKC",TUBB,,,LSP1;CDCA3;ATF4;TAGAP
RDKit2D,685,1186,685,1186,21,0.4213813543319702,0.388737142086029,50,33,0.4925373134328358,1.4992566019752974e-65,64.82412403007055,10,3,Cell cycle/mitosis:6; Nuclear receptor/xenobiotic:3; PI3K/AKT/mTOR:1,GW-843682X,LY2801653,PLK inhibitor,MET inhibitor,"PLK1, PLK3",MET,PLK1,PLK1,CHN2;CDCA3;TAGAP;DDX56;POLQ;SYT12;ARHGEF25;SOCS3;SYT11;E2F4;REV3L;TRRAP;CISH;PLK1;WRN;FBXO5;SOCS2;CDK17;MED14;ARHGAP6
RDKit2D,35,1238,35,1238,21,0.4625787138938904,0.3738383054733276,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,0,0,,aurora-a-inhibitor-i,barasertib-HQPA,Aurora kinase inhibitor,Aurora kinase inhibitor,AURKA,AURKB,,,CHN2;SYT11;PI4KA;SOCS6;MDM2;REV3L;SYT4;MED14;RUNX3;FBXO5;RUNX2;SOCS2;WRN;POLQ;RUNX1;SYT12;EHMT1;NSD1;TRIP10;SOCS3
RDKit2D,1110,1220,1110,1220,21,0.4187568426132202,0.3705939054489136,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,2,2,DNA damage/repair:1; Epigenetic/chromatin:1,ponatinib,GSK1070916,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor",Aurora kinase inhibitor,"ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",LYN,,CHN2;REV3L;POLQ;SOCS6;PRPF8;SYT11;CHD6;FBXO5;SOCS2;DDX56;AFF3;TAGAP;EHMT1;E2F4;BRCA2;STAG1;KMT2C;SGK3;EIF4G1
RDKit2D,449,232,232,449,21,0.4679484963417053,0.3594798445701599,50,20,0.25,1.8231879712232907e-32,31.739168553146122,5,4,Cell cycle/mitosis:2; Lipid/transport state:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,foretinib,LB42708,VEGFR inhibitor,farnesyltransferase inhibitor,"FLT1, FLT4, KDR, MET",,,,CHN2;SOCS2;SYT11;SOCS6;TAGAP;E2F4;AFF3;POLQ;CDC25A;FGFR2;ACVR1;SYT1;EHMT1;PIK3R3;DDX56;CISH;SLC2A11;PLK1;RD3;AFF1
RDKit2D,1104,1220,1104,1220,21,0.4097693860530853,0.3479169905185699,50,0,0.0,1.0,-0.0,0,0,,brequinar,GSK1070916,dihydroorotate dehydrogenase inhibitor,Aurora kinase inhibitor,DHODH,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,
RDKit2D,1189,673,673,1189,21,0.4241892099380493,0.3312317430973053,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,3,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,CUDC-907,NMS-1286937,PI3K inhibitor,PLK inhibitor,"HDAC2, PIK3R1","FLT3, PLK1, PLK2, PLK3",,,CHN2;DDX56;MED14;TRRAP;SOCS2;REV3L;FBXO5;CISH;SOCS6;WRN;SYT11;MDM2;ARHGEF26;CDC25A;PI4KA;UBTF;AFF3;SOCS3;POLQ;CRKL
RDKit2D,514,1539,514,1539,21,0.4094994962215423,0.3245656490325928,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,3,2,Cell cycle/mitosis:2; DNA damage/repair:1,mocetinostat,CNX-774,HDAC inhibitor,Bruton's tyrosine kinase (BTK) inhibitor,"HDAC1, HDAC11, HDAC2, HDAC3",BTK,,,CHN2;CDC25A;REV3L;POLQ;WRN;CISH;SOCS3;SYT11;BRCA2;PI4KA;TAGAP;SOCS6;CDC42EP3;MED13;AFF3;E2F4;FBXO5;UBTF;MYBBP1A
RDKit2D,1319,200,200,1319,21,0.3700307309627533,0.3181052803993225,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,6,4,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:1; DNA damage/repair:1; PI3K/AKT/mTOR:1,LGX818,AZD8330,RAF inhibitor,MEK inhibitor,BRAF,,,,CHN2;RUNX3;CDC25A;POLQ;TRRAP;REV3L;WRN;DDX56;RUNX2;SOCS3;PIK3R3;CISH;SOCS6;AFF3;ARHGEF26;SYK;ARHGEF16;MED14;PCNA;RAD52
RDKit2D,1323,1382,1323,1382,21,0.3531464040279388,0.3156192600727081,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,4,2,Cell cycle/mitosis:3; DNA damage/repair:1,PHA-848125,LY2784544,"CDK inhibitor, growth factor receptor inhibitor",JAK inhibitor,"CDK2, CDK4, CDK7, NTRK1","JAK2, JAK3",,,CHN2;CDC25A;SOCS2;CISH;DDX56;WRN;RUNX2;POLQ;AFF3;REV3L;SYT11;SOCS6;RUNX3;MED14;PI4KA;AFF1;CCNT1;SYT1;BRCA2;SOCS3
RDKit2D,1338,1186,1186,1338,22,0.3180803060531616,0.4922315776348114,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,3,2,Cell cycle/mitosis:2; Microtubule:1,LY2801653,BMS-265246,MET inhibitor,CDK inhibitor,MET,"CDK1, CDK2",,,CHN2;CDC25A;POLQ;REV3L;RUNX3;WRN;SYT11;CSNK1D;CDC42EP3;TRRAP;PRPF8;SOCS6;RUNX2;PHACTR1;AFF3;PI4KA;WASF1
RDKit2D,270,187,187,270,22,0.4114831984043121,0.4309399127960205,50,0,0.0,1.0,-0.0,0,0,,GSK2126458,STF-118804,"mTOR inhibitor, PI3K inhibitor",NAMPT inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",NAMPT,,,
RDKit2D,1315,1739,1315,1739,22,0.3553608059883117,0.4156321883201599,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,0,0,,ganetespib,NMS-E973,HSP inhibitor,HSP inhibitor,HSP90AA1,,,,SOCS2;PAGE1;AFF3;SOCS6
RDKit2D,227,387,227,387,22,0.2968497574329376,0.4085104763507843,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,2,2,Cell cycle/mitosis:1; DNA damage/repair:1,buparlisib,tozasertib,PI3K inhibitor,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","PIK3CA, PIK3CG","AURKA, AURKB, AURKC, LCK",,,REV3L;PI4KA;WRN;SOCS2;RUNX3;AFF3;MDM2;SYT11;CHN2;CISH;RUNX2;SOCS6;BRCA2;GRB7;MED14;POLQ;TRRAP;RUNX1;NSD1;CDC25A
RDKit2D,436,514,436,514,22,0.3339613378047943,0.3835877478122711,50,16,0.19047619047619047,5.037496347360787e-24,23.29778525575339,3,2,DNA damage/repair:2; Cell cycle/mitosis:1,CYC116,mocetinostat,Aurora kinase inhibitor,HDAC inhibitor,"AURKA, AURKB, KDR","HDAC1, HDAC11, HDAC2, HDAC3",,,REV3L;CDC25A;CHN2;POLQ;BRCA2;WRN;SOCS3;AFF3;CISH;PI4KA;WWTR1;MED13;E2F4;SYT11;TAGAP;RAD52
RDKit2D,1739,1189,1189,1739,22,0.4190707802772522,0.376084417104721,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,2,2,Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,NMS-1286937,NMS-E973,PLK inhibitor,HSP inhibitor,"FLT3, PLK1, PLK2, PLK3",,,,CHN2;PI4KA;SYT11;SOCS2;FBXO5;RUNX2;CDC25A;SOCS3;MED14;HS1BP3;CISH;TRRAP;RUNX3;DDX56;AFF3;SYT12;UBTF;SYT1;SOCS6;MYBBP1A
RDKit2D,379,1043,379,1043,22,0.3999717831611633,0.3495687842369079,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,1,1,Nuclear receptor/xenobiotic:1,defactinib,ZM-447439,focal adhesion kinase inhibitor,Aurora kinase inhibitor,PTK2,"AURKA, AURKB",,,CHN2;SYT11;MDM2;RUNX1;RUNX2;RUNX3;TAGAP;MED14;POLQ;ARHGEF9;SYT4;REV3L;PAGE1
RDKit2D,205,1655,205,1655,22,0.3501995503902435,0.3474626839160919,50,2,0.02040816326530612,0.044175789150082585,1.3548156835763752,0,0,,flubendazole,9-aminoacridine,tubulin polymerization inhibitor,,TUBB,,,,MDM2;MYBL1
RDKit2D,1637,571,571,1637,22,0.3746457099914551,0.345429927110672,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,2,1,Nuclear receptor/xenobiotic:2,VS-4718,amsacrine,focal adhesion kinase inhibitor,topoisomerase inhibitor,,"KCNH2, TOP2A",,,CHN2;SYT11;SOCS2;WRN;SYT4;MDM2;RUNX2;MED14;RUNX1;PI4KA;REV3L;SOCS6;SYT12;TAGAP;AFF3;SYT1;EHMT1;ARHGEF25;NSD1;HS1BP3
RDKit2D,1428,470,470,1428,22,0.3550165891647339,0.3372840881347656,50,1,0.010101010101010102,0.2869679581324841,0.542166592405756,0,0,,fenbendazole,SC-144,tubulin polymerization inhibitor,P glycoprotein inhibitor,TUBB,,,,BTK
RDKit2D,746,87,87,746,23,0.3948088884353637,0.5651997923851013,50,22,0.28205128205128205,5.50373248182237e-37,36.25934268387355,0,0,,lapatinib,WZ8040,EGFR inhibitor,EGFR inhibitor,"EGFR, ERBB2",EGFR,,,CHN2;REV3L;TAGAP;PRPF8;POLQ;EHMT1;MDM2;SYT11;STAG1;RUNX3;SOCS6;MYCT1;TRIP10;TBC1D22A;ZNF593;E2F4;SYT12;PI4KA;RUNX2;AFF3
RDKit2D,1739,1503,1503,1739,23,0.4176735281944275,0.4433965981006622,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,1,1,Cell cycle/mitosis:1,KW-2478,NMS-E973,HSP inhibitor,HSP inhibitor,,,,,PI4KA;CDC25A;RUNX2;RUNX3;SOCS3;CHN2;AFF3;SOCS2;CISH;DDX56;POLQ;TRRAP;FBXO5;PRKDC;NEIL1;MYBBP1A;HS1BP3;RUNX1;SYT1;MED14
RDKit2D,334,613,334,613,23,0.4254524707794189,0.4433105885982513,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,2,1,Cell cycle/mitosis:2,OSI-930,AMG900,"KIT inhibitor, VEGFR inhibitor",Aurora kinase inhibitor,"KDR, KIT","AURKA, AURKB, AURKC",,,CDCA3;REV3L;EIF2AK1;CDC25A
RDKit2D,283,358,283,358,23,0.4533120989799499,0.4409092366695404,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,4,4,Epigenetic/chromatin:1; Lipid/transport state:1; Microtubule:1; PI3K/AKT/mTOR:1,ETP-46464,WAY-600,ATR kinase inhibitor,mTOR inhibitor,,MTOR,,,CHN2;REV3L;POLQ;RUNX3;SOCS3;DDX56;E2F4;RUNX2;MED14;AFF3;TAGAP;PIK3R3;AFF1;WRN;SYT11;KMT2C;PRPF8;CHD6;SLC2A11;E2F5
RDKit2D,1241,685,685,1241,23,0.3245929777622223,0.4361608326435089,50,4,0.041666666666666664,0.0003309395285854571,3.4802513560760056,0,0,,GW-843682X,BNC105,PLK inhibitor,tubulin polymerization inhibitor,"PLK1, PLK3",,PLK1,,CHN2;MDM2;MED14;RACGAP1
RDKit2D,1137,1754,1137,1754,23,0.3469167351722717,0.4158527255058288,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,1,1,DNA damage/repair:1,BMS-345541,parbendazole,IKK inhibitor,tubulin polymerization inhibitor,"CHUK, IKBKB",TUBB,,,MDM2;TNPO1;WEE1;GRB7;SYT4
RDKit2D,1428,1112,1112,1428,23,0.3546708226203918,0.4030230045318603,50,3,0.030927835051546393,0.004481931208727194,2.3485348135527326,1,1,Nuclear receptor/xenobiotic:1,dovitinib,SC-144,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",P glycoprotein inhibitor,"CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,,ARAP3;E2F1;NANOG
RDKit2D,1597,1238,1238,1597,23,0.4484764337539673,0.372272789478302,50,8,0.08695652173913043,1.0043928957970136e-09,8.998096367770213,2,1,Cell cycle/mitosis:2,barasertib-HQPA,adefovir-dipivoxil,Aurora kinase inhibitor,DNA polymerase inhibitor,AURKB,,,,CHN2;TRRAP;RUNX3;CDC25A;POLQ;SGK3;RFC1;CCNA1
